context: Board: Home Run response:	Pre! Preparation!
context: s-so I'm just going along with her good will.\I see.\It must be great to live near Takasu.\Yeah.\Ah, tatami mats sure are great.\I don't have tatami rooms in my house.\M-My house is fully western too!\Well, Japanese style is the best. response:	Yeah... We have the same interest...
context: I see.\It must be great to live near Takasu.\Yeah.\Ah, tatami mats sure are great.\I don't have tatami rooms in my house.\M-My house is fully western too!\Well, Japanese style is the best.\Yeah... We have the same interest... response:	Nutmeg... Nutmeg...
context: It must be great to live near Takasu.\Yeah.\Ah, tatami mats sure are great.\I don't have tatami rooms in my house.\M-My house is fully western too!\Well, Japanese style is the best.\Yeah... We have the same interest...\Nutmeg... Nutmeg... response:	H-Hey, let me help you.
context: Yeah.\Ah, tatami mats sure are great.\I don't have tatami rooms in my house.\M-My house is fully western too!\Well, Japanese style is the best.\Yeah... We have the same interest...\Nutmeg... Nutmeg...\H-Hey, let me help you. response:	Help wha -
context: Ah, tatami mats sure are great.\I don't have tatami rooms in my house.\M-My house is fully western too!\Well, Japanese style is the best.\Yeah... We have the same interest...\Nutmeg... Nutmeg...\H-Hey, let me help you.\Help wha - response:	All right, I'll help you peel them.
context: I don't have tatami rooms in my house.\M-My house is fully western too!\Well, Japanese style is the best.\Yeah... We have the same interest...\Nutmeg... Nutmeg...\H-Hey, let me help you.\Help wha -\All right, I'll help you peel them. response:	I'm good at this!
context: M-My house is fully western too!\Well, Japanese style is the best.\Yeah... We have the same interest...\Nutmeg... Nutmeg...\H-Hey, let me help you.\Help wha -\All right, I'll help you peel them.\I'm good at this! response:	Good?
context: Well, Japanese style is the best.\Yeah... We have the same interest...\Nutmeg... Nutmeg...\H-Hey, let me help you.\Help wha -\All right, I'll help you peel them.\I'm good at this!\Good? response:	I see.
context: Yeah... We have the same interest...\Nutmeg... Nutmeg...\H-Hey, let me help you.\Help wha -\All right, I'll help you peel them.\I'm good at this!\Good?\I see. response:	You just want to show off your good side, right?
context: Nutmeg... Nutmeg...\H-Hey, let me help you.\Help wha -\All right, I'll help you peel them.\I'm good at this!\Good?\I see.\You just want to show off your good side, right? response:	Yeah.
context: H-Hey, let me help you.\Help wha -\All right, I'll help you peel them.\I'm good at this!\Good?\I see.\You just want to show off your good side, right?\Yeah. response:	Fine.
context: Help wha -\All right, I'll help you peel them.\I'm good at this!\Good?\I see.\You just want to show off your good side, right?\Yeah.\Fine. response:	So, let's make that tasty fried egg again!
context: All right, I'll help you peel them.\I'm good at this!\Good?\I see.\You just want to show off your good side, right?\Yeah.\Fine.\So, let's make that tasty fried egg again! response:	S-Sure!
context: I'm good at this!\Good?\I see.\You just want to show off your good side, right?\Yeah.\Fine.\So, let's make that tasty fried egg again!\S-Sure! response:	Yeah, put the egg in the pan and close the lid...
context: Good?\I see.\You just want to show off your good side, right?\Yeah.\Fine.\So, let's make that tasty fried egg again!\S-Sure!\Yeah, put the egg in the pan and close the lid... response:	Lid?
context: I see.\You just want to show off your good side, right?\Yeah.\Fine.\So, let's make that tasty fried egg again!\S-Sure!\Yeah, put the egg in the pan and close the lid...\Lid? response:	What lid?
context: You just want to show off your good side, right?\Yeah.\Fine.\So, let's make that tasty fried egg again!\S-Sure!\Yeah, put the egg in the pan and close the lid...\Lid?\What lid? response:	What other lids are there apart from frying pan lids?
context: Yeah.\Fine.\So, let's make that tasty fried egg again!\S-Sure!\Yeah, put the egg in the pan and close the lid...\Lid?\What lid?\What other lids are there apart from frying pan lids? response:	Now add a bit of water.
context: Fine.\So, let's make that tasty fried egg again!\S-Sure!\Yeah, put the egg in the pan and close the lid...\Lid?\What lid?\What other lids are there apart from frying pan lids?\Now add a bit of water. response:	Water? Add it to where?
context: So, let's make that tasty fried egg again!\S-Sure!\Yeah, put the egg in the pan and close the lid...\Lid?\What lid?\What other lids are there apart from frying pan lids?\Now add a bit of water.\Water? Add it to where? response:	It's on fire!
context: S-Sure!\Yeah, put the egg in the pan and close the lid...\Lid?\What lid?\What other lids are there apart from frying pan lids?\Now add a bit of water.\Water? Add it to where?\It's on fire! response:	It's on fire!
context: Yeah, put the egg in the pan and close the lid...\Lid?\What lid?\What other lids are there apart from frying pan lids?\Now add a bit of water.\Water? Add it to where?\It's on fire!\It's on fire! response:	Add some water!
context: Lid?\What lid?\What other lids are there apart from frying pan lids?\Now add a bit of water.\Water? Add it to where?\It's on fire!\It's on fire!\Add some water! response:	No!
context: What lid?\What other lids are there apart from frying pan lids?\Now add a bit of water.\Water? Add it to where?\It's on fire!\It's on fire!\Add some water!\No! response:	Well, Kitamura, this is...
context: What other lids are there apart from frying pan lids?\Now add a bit of water.\Water? Add it to where?\It's on fire!\It's on fire!\Add some water!\No!\Well, Kitamura, this is... response:	Hey, Kitamura?
context: Now add a bit of water.\Water? Add it to where?\It's on fire!\It's on fire!\Add some water!\No!\Well, Kitamura, this is...\Hey, Kitamura? response:	Don't eat it!
context: Water? Add it to where?\It's on fire!\It's on fire!\Add some water!\No!\Well, Kitamura, this is...\Hey, Kitamura?\Don't eat it! response:	Actually, I'm not that good at cooking -
context: It's on fire!\It's on fire!\Add some water!\No!\Well, Kitamura, this is...\Hey, Kitamura?\Don't eat it!\Actually, I'm not that good at cooking - response:	It still tastes like fried egg.
context: It's on fire!\Add some water!\No!\Well, Kitamura, this is...\Hey, Kitamura?\Don't eat it!\Actually, I'm not that good at cooking -\It still tastes like fried egg. response:	It's just right.
context: Add some water!\No!\Well, Kitamura, this is...\Hey, Kitamura?\Don't eat it!\Actually, I'm not that good at cooking -\It still tastes like fried egg.\It's just right. response:	Kitamura-kun?
context: No!\Well, Kitamura, this is...\Hey, Kitamura?\Don't eat it!\Actually, I'm not that good at cooking -\It still tastes like fried egg.\It's just right.\Kitamura-kun? response:	Aisaka.
context: Well, Kitamura, this is...\Hey, Kitamura?\Don't eat it!\Actually, I'm not that good at cooking -\It still tastes like fried egg.\It's just right.\Kitamura-kun?\Aisaka. response:	Thank you for making it to cheer me up.
context: Hey, Kitamura?\Don't eat it!\Actually, I'm not that good at cooking -\It still tastes like fried egg.\It's just right.\Kitamura-kun?\Aisaka.\Thank you for making it to cheer me up. response:	I feel better already.
context: Don't eat it!\Actually, I'm not that good at cooking -\It still tastes like fried egg.\It's just right.\Kitamura-kun?\Aisaka.\Thank you for making it to cheer me up.\I feel better already. response:	Oh, this must be Takasu's beef patty!
context: Actually, I'm not that good at cooking -\It still tastes like fried egg.\It's just right.\Kitamura-kun?\Aisaka.\Thank you for making it to cheer me up.\I feel better already.\Oh, this must be Takasu's beef patty! response:	Yeah, it has my special red wine sauce.
context: It still tastes like fried egg.\It's just right.\Kitamura-kun?\Aisaka.\Thank you for making it to cheer me up.\I feel better already.\Oh, this must be Takasu's beef patty!\Yeah, it has my special red wine sauce. response:	It's good!
context: It's just right.\Kitamura-kun?\Aisaka.\Thank you for making it to cheer me up.\I feel better already.\Oh, this must be Takasu's beef patty!\Yeah, it has my special red wine sauce.\It's good! response:	As expected from you!
context: Kitamura-kun?\Aisaka.\Thank you for making it to cheer me up.\I feel better already.\Oh, this must be Takasu's beef patty!\Yeah, it has my special red wine sauce.\It's good!\As expected from you! response:	I'll try and make it next time...
context: Aisaka.\Thank you for making it to cheer me up.\I feel better already.\Oh, this must be Takasu's beef patty!\Yeah, it has my special red wine sauce.\It's good!\As expected from you!\I'll try and make it next time... response:	Sure, I don't think there'll be a problem if Takasu teaches you.
context: Thank you for making it to cheer me up.\I feel better already.\Oh, this must be Takasu's beef patty!\Yeah, it has my special red wine sauce.\It's good!\As expected from you!\I'll try and make it next time...\Sure, I don't think there'll be a problem if Takasu teaches you. response:	Wow, I'm full!
context: I feel better already.\Oh, this must be Takasu's beef patty!\Yeah, it has my special red wine sauce.\It's good!\As expected from you!\I'll try and make it next time...\Sure, I don't think there'll be a problem if Takasu teaches you.\Wow, I'm full! response:	The food was awesome!
context: Oh, this must be Takasu's beef patty!\Yeah, it has my special red wine sauce.\It's good!\As expected from you!\I'll try and make it next time...\Sure, I don't think there'll be a problem if Takasu teaches you.\Wow, I'm full!\The food was awesome! response:	That's great.
context: Yeah, it has my special red wine sauce.\It's good!\As expected from you!\I'll try and make it next time...\Sure, I don't think there'll be a problem if Takasu teaches you.\Wow, I'm full!\The food was awesome!\That's great. response:	So, tell us what's up with your hair.
context: It's good!\As expected from you!\I'll try and make it next time...\Sure, I don't think there'll be a problem if Takasu teaches you.\Wow, I'm full!\The food was awesome!\That's great.\So, tell us what's up with your hair. response:	Ryuuji!
context: As expected from you!\I'll try and make it next time...\Sure, I don't think there'll be a problem if Takasu teaches you.\Wow, I'm full!\The food was awesome!\That's great.\So, tell us what's up with your hair.\Ryuuji! response:	I don't want to be the student council president anymore.
context: I'll try and make it next time...\Sure, I don't think there'll be a problem if Takasu teaches you.\Wow, I'm full!\The food was awesome!\That's great.\So, tell us what's up with your hair.\Ryuuji!\I don't want to be the student council president anymore. response:	No one will have any expectations if my hair is like this.
context: Sure, I don't think there'll be a problem if Takasu teaches you.\Wow, I'm full!\The food was awesome!\That's great.\So, tell us what's up with your hair.\Ryuuji!\I don't want to be the student council president anymore.\No one will have any expectations if my hair is like this. response:	So yeah, that's it.
context: Wow, I'm full!\The food was awesome!\That's great.\So, tell us what's up with your hair.\Ryuuji!\I don't want to be the student council president anymore.\No one will have any expectations if my hair is like this.\So yeah, that's it. response:	Even if you say that...
context: The food was awesome!\That's great.\So, tell us what's up with your hair.\Ryuuji!\I don't want to be the student council president anymore.\No one will have any expectations if my hair is like this.\So yeah, that's it.\Even if you say that... response:	Y-You don't need to push yourself to be the student council president!
context: That's great.\So, tell us what's up with your hair.\Ryuuji!\I don't want to be the student council president anymore.\No one will have any expectations if my hair is like this.\So yeah, that's it.\Even if you say that...\Y-You don't need to push yourself to be the student council president! response:	After all, it's what you've decided by yourself!
context: So, tell us what's up with your hair.\Ryuuji!\I don't want to be the student council president anymore.\No one will have any expectations if my hair is like this.\So yeah, that's it.\Even if you say that...\Y-You don't need to push yourself to be the student council president!\After all, it's what you've decided by yourself! response:	I think that's enough.
context: Ryuuji!\I don't want to be the student council president anymore.\No one will have any expectations if my hair is like this.\So yeah, that's it.\Even if you say that...\Y-You don't need to push yourself to be the student council president!\After all, it's what you've decided by yourself!\I think that's enough. response:	Thanks.
context: I don't want to be the student council president anymore.\No one will have any expectations if my hair is like this.\So yeah, that's it.\Even if you say that...\Y-You don't need to push yourself to be the student council president!\After all, it's what you've decided by yourself!\I think that's enough.\Thanks. response:	Hey Ryuuji, take the video games out!
context: No one will have any expectations if my hair is like this.\So yeah, that's it.\Even if you say that...\Y-You don't need to push yourself to be the student council president!\After all, it's what you've decided by yourself!\I think that's enough.\Thanks.\Hey Ryuuji, take the video games out! response:	Huh?
context: So yeah, that's it.\Even if you say that...\Y-You don't need to push yourself to be the student council president!\After all, it's what you've decided by yourself!\I think that's enough.\Thanks.\Hey Ryuuji, take the video games out!\Huh? response:	Sure! Let's play!
context: Even if you say that...\Y-You don't need to push yourself to be the student council president!\After all, it's what you've decided by yourself!\I think that's enough.\Thanks.\Hey Ryuuji, take the video games out!\Huh?\Sure! Let's play! response:	Tomorrow is the weekend, so let's play to our heart's content!
context: Y-You don't need to push yourself to be the student council president!\After all, it's what you've decided by yourself!\I think that's enough.\Thanks.\Hey Ryuuji, take the video games out!\Huh?\Sure! Let's play!\Tomorrow is the weekend, so let's play to our heart's content! response:	Yeah, let's play!
context: After all, it's what you've decided by yourself!\I think that's enough.\Thanks.\Hey Ryuuji, take the video games out!\Huh?\Sure! Let's play!\Tomorrow is the weekend, so let's play to our heart's content!\Yeah, let's play! response:	I fell asleep...
context: I think that's enough.\Thanks.\Hey Ryuuji, take the video games out!\Huh?\Sure! Let's play!\Tomorrow is the weekend, so let's play to our heart's content!\Yeah, let's play!\I fell asleep... response:	Huh? Where's Kitamura?
context: Thanks.\Hey Ryuuji, take the video games out!\Huh?\Sure! Let's play!\Tomorrow is the weekend, so let's play to our heart's content!\Yeah, let's play!\I fell asleep...\Huh? Where's Kitamura? response:	Kitamura-kun?
context: Hey Ryuuji, take the video games out!\Huh?\Sure! Let's play!\Tomorrow is the weekend, so let's play to our heart's content!\Yeah, let's play!\I fell asleep...\Huh? Where's Kitamura?\Kitamura-kun? response:	Ryuuji, I want to eat ice cream...
context: Huh?\Sure! Let's play!\Tomorrow is the weekend, so let's play to our heart's content!\Yeah, let's play!\I fell asleep...\Huh? Where's Kitamura?\Kitamura-kun?\Ryuuji, I want to eat ice cream... response:	What? There's none here.
context: Sure! Let's play!\Tomorrow is the weekend, so let's play to our heart's content!\Yeah, let's play!\I fell asleep...\Huh? Where's Kitamura?\Kitamura-kun?\Ryuuji, I want to eat ice cream...\What? There's none here. response:	I want ice cream...
context: Tomorrow is the weekend, so let's play to our heart's content!\Yeah, let's play!\I fell asleep...\Huh? Where's Kitamura?\Kitamura-kun?\Ryuuji, I want to eat ice cream...\What? There's none here.\I want ice cream... response:	You're hopeless.
context: Yeah, let's play!\I fell asleep...\Huh? Where's Kitamura?\Kitamura-kun?\Ryuuji, I want to eat ice cream...\What? There's none here.\I want ice cream...\You're hopeless. response:	I'll go to the convenience store.
context: I fell asleep...\Huh? Where's Kitamura?\Kitamura-kun?\Ryuuji, I want to eat ice cream...\What? There's none here.\I want ice cream...\You're hopeless.\I'll go to the convenience store. response:	Are you coming?
context: Huh? Where's Kitamura?\Kitamura-kun?\Ryuuji, I want to eat ice cream...\What? There's none here.\I want ice cream...\You're hopeless.\I'll go to the convenience store.\Are you coming? response:	Huh? Where's Kitamura-kun?
context: Kitamura-kun?\Ryuuji, I want to eat ice cream...\What? There's none here.\I want ice cream...\You're hopeless.\I'll go to the convenience store.\Are you coming?\Huh? Where's Kitamura-kun? response:	Oh, he went inside to sleep in a futon by himself.
context: Ryuuji, I want to eat ice cream...\What? There's none here.\I want ice cream...\You're hopeless.\I'll go to the convenience store.\Are you coming?\Huh? Where's Kitamura-kun?\Oh, he went inside to sleep in a futon by himself. response:	How cheap...
context: What? There's none here.\I want ice cream...\You're hopeless.\I'll go to the convenience store.\Are you coming?\Huh? Where's Kitamura-kun?\Oh, he went inside to sleep in a futon by himself.\How cheap... response:	I'm going to look at Kitamura-kun's sleeping face...
context: I want ice cream...\You're hopeless.\I'll go to the convenience store.\Are you coming?\Huh? Where's Kitamura-kun?\Oh, he went inside to sleep in a futon by himself.\How cheap...\I'm going to look at Kitamura-kun's sleeping face... response:	Here, it's cold, so put this on...
context: You're hopeless.\I'll go to the convenience store.\Are you coming?\Huh? Where's Kitamura-kun?\Oh, he went inside to sleep in a futon by himself.\How cheap...\I'm going to look at Kitamura-kun's sleeping face...\Here, it's cold, so put this on... response:	Taiga?
context: I'll go to the convenience store.\Are you coming?\Huh? Where's Kitamura-kun?\Oh, he went inside to sleep in a futon by himself.\How cheap...\I'm going to look at Kitamura-kun's sleeping face...\Here, it's cold, so put this on...\Taiga? response:	I'm still no good...
context: Are you coming?\Huh? Where's Kitamura-kun?\Oh, he went inside to sleep in a futon by himself.\How cheap...\I'm going to look at Kitamura-kun's sleeping face...\Here, it's cold, so put this on...\Taiga?\I'm still no good... response:	What am I happy about?
context: Huh? Where's Kitamura-kun?\Oh, he went inside to sleep in a futon by himself.\How cheap...\I'm going to look at Kitamura-kun's sleeping face...\Here, it's cold, so put this on...\Taiga?\I'm still no good...\What am I happy about? response:	I'm so selfish...
context: Oh, he went inside to sleep in a futon by himself.\How cheap...\I'm going to look at Kitamura-kun's sleeping face...\Here, it's cold, so put this on...\Taiga?\I'm still no good...\What am I happy about?\I'm so selfish... response:	Kitamura-kun's pain, sadness, and troubles...
context: How cheap...\I'm going to look at Kitamura-kun's sleeping face...\Here, it's cold, so put this on...\Taiga?\I'm still no good...\What am I happy about?\I'm so selfish...\Kitamura-kun's pain, sadness, and troubles... response:	I didn't realise any of it.
context: I'm going to look at Kitamura-kun's sleeping face...\Here, it's cold, so put this on...\Taiga?\I'm still no good...\What am I happy about?\I'm so selfish...\Kitamura-kun's pain, sadness, and troubles...\I didn't realise any of it. response:	I'm really no good.
context: Here, it's cold, so put this on...\Taiga?\I'm still no good...\What am I happy about?\I'm so selfish...\Kitamura-kun's pain, sadness, and troubles...\I didn't realise any of it.\I'm really no good. response:	No good at all...
context: Taiga?\I'm still no good...\What am I happy about?\I'm so selfish...\Kitamura-kun's pain, sadness, and troubles...\I didn't realise any of it.\I'm really no good.\No good at all... response:	You're not -
context: I'm still no good...\What am I happy about?\I'm so selfish...\Kitamura-kun's pain, sadness, and troubles...\I didn't realise any of it.\I'm really no good.\No good at all...\You're not - response:	I am!
context: What am I happy about?\I'm so selfish...\Kitamura-kun's pain, sadness, and troubles...\I didn't realise any of it.\I'm really no good.\No good at all...\You're not -\I am! response:	I am no good.
context: I'm so selfish...\Kitamura-kun's pain, sadness, and troubles...\I didn't realise any of it.\I'm really no good.\No good at all...\You're not -\I am!\I am no good. response:	I can't help Kitamura-kun...
context: Kitamura-kun's pain, sadness, and troubles...\I didn't realise any of it.\I'm really no good.\No good at all...\You're not -\I am!\I am no good.\I can't help Kitamura-kun... response:	I can't help him!
context: I didn't realise any of it.\I'm really no good.\No good at all...\You're not -\I am!\I am no good.\I can't help Kitamura-kun...\I can't help him! response:	When I was in trouble, Kitamura-kun would always reach his hand out for me.
context: I'm really no good.\No good at all...\You're not -\I am!\I am no good.\I can't help Kitamura-kun...\I can't help him!\When I was in trouble, Kitamura-kun would always reach his hand out for me. response:	Because of that, I was able to console myself...
context: No good at all...\You're not -\I am!\I am no good.\I can't help Kitamura-kun...\I can't help him!\When I was in trouble, Kitamura-kun would always reach his hand out for me.\Because of that, I was able to console myself... response:	He told me, You can live...
context: You're not -\I am!\I am no good.\I can't help Kitamura-kun...\I can't help him!\When I was in trouble, Kitamura-kun would always reach his hand out for me.\Because of that, I was able to console myself...\He told me, You can live... response:	You can live in this world.
context: I am!\I am no good.\I can't help Kitamura-kun...\I can't help him!\When I was in trouble, Kitamura-kun would always reach his hand out for me.\Because of that, I was able to console myself...\He told me, You can live...\You can live in this world. response:	Kitamura-kun is...
context: I am no good.\I can't help Kitamura-kun...\I can't help him!\When I was in trouble, Kitamura-kun would always reach his hand out for me.\Because of that, I was able to console myself...\He told me, You can live...\You can live in this world.\Kitamura-kun is... response:	Kitamura-kun is my...
context: I can't help Kitamura-kun...\I can't help him!\When I was in trouble, Kitamura-kun would always reach his hand out for me.\Because of that, I was able to console myself...\He told me, You can live...\You can live in this world.\Kitamura-kun is...\Kitamura-kun is my... response:	Final salvation, right?
context: I can't help him!\When I was in trouble, Kitamura-kun would always reach his hand out for me.\Because of that, I was able to console myself...\He told me, You can live...\You can live in this world.\Kitamura-kun is...\Kitamura-kun is my...\Final salvation, right? response:	Taiga, look at the Big Dipper.
context: When I was in trouble, Kitamura-kun would always reach his hand out for me.\Because of that, I was able to console myself...\He told me, You can live...\You can live in this world.\Kitamura-kun is...\Kitamura-kun is my...\Final salvation, right?\Taiga, look at the Big Dipper. response:	That's the North Star.
context: Because of that, I was able to console myself...\He told me, You can live...\You can live in this world.\Kitamura-kun is...\Kitamura-kun is my...\Final salvation, right?\Taiga, look at the Big Dipper.\That's the North Star. response:	Orion.
context: He told me, You can live...\You can live in this world.\Kitamura-kun is...\Kitamura-kun is my...\Final salvation, right?\Taiga, look at the Big Dipper.\That's the North Star.\Orion. response:	Which one is Orion?
context: You can live in this world.\Kitamura-kun is...\Kitamura-kun is my...\Final salvation, right?\Taiga, look at the Big Dipper.\That's the North Star.\Orion.\Which one is Orion? response:	Look, those three consecutive stars.
context: Kitamura-kun is...\Kitamura-kun is my...\Final salvation, right?\Taiga, look at the Big Dipper.\That's the North Star.\Orion.\Which one is Orion?\Look, those three consecutive stars. response:	Oh, I see it.
context: Kitamura-kun is my...\Final salvation, right?\Taiga, look at the Big Dipper.\That's the North Star.\Orion.\Which one is Orion?\Look, those three consecutive stars.\Oh, I see it. response:	Those stars look like they're close to each other,
context: Final salvation, right?\Taiga, look at the Big Dipper.\That's the North Star.\Orion.\Which one is Orion?\Look, those three consecutive stars.\Oh, I see it.\Those stars look like they're close to each other, response:	but they're actually very far away, right?
context: Taiga, look at the Big Dipper.\That's the North Star.\Orion.\Which one is Orion?\Look, those three consecutive stars.\Oh, I see it.\Those stars look like they're close to each other,\but they're actually very far away, right? response:	We learned that in elementary school.
context: That's the North Star.\Orion.\Which one is Orion?\Look, those three consecutive stars.\Oh, I see it.\Those stars look like they're close to each other,\but they're actually very far away, right?\We learned that in elementary school. response:	It's like Kitamura-kun and I.
context: Orion.\Which one is Orion?\Look, those three consecutive stars.\Oh, I see it.\Those stars look like they're close to each other,\but they're actually very far away, right?\We learned that in elementary school.\It's like Kitamura-kun and I. response:	The things you see aren't always real.
context: Which one is Orion?\Look, those three consecutive stars.\Oh, I see it.\Those stars look like they're close to each other,\but they're actually very far away, right?\We learned that in elementary school.\It's like Kitamura-kun and I.\The things you see aren't always real. response:	How hard must I try to be able to understand the hidden truth?
context: Look, those three consecutive stars.\Oh, I see it.\Those stars look like they're close to each other,\but they're actually very far away, right?\We learned that in elementary school.\It's like Kitamura-kun and I.\The things you see aren't always real.\How hard must I try to be able to understand the hidden truth? response:	How far away is...
context: Oh, I see it.\Those stars look like they're close to each other,\but they're actually very far away, right?\We learned that in elementary school.\It's like Kitamura-kun and I.\The things you see aren't always real.\How hard must I try to be able to understand the hidden truth?\How far away is... response:	You want to understand him because you don't understand him, right?
context: Those stars look like they're close to each other,\but they're actually very far away, right?\We learned that in elementary school.\It's like Kitamura-kun and I.\The things you see aren't always real.\How hard must I try to be able to understand the hidden truth?\How far away is...\You want to understand him because you don't understand him, right? response:	You want to understand because you like him.
context: but they're actually very far away, right?\We learned that in elementary school.\It's like Kitamura-kun and I.\The things you see aren't always real.\How hard must I try to be able to understand the hidden truth?\How far away is...\You want to understand him because you don't understand him, right?\You want to understand because you like him. response:	You reach out your hands so you'll gradually get closer to it.
context: We learned that in elementary school.\It's like Kitamura-kun and I.\The things you see aren't always real.\How hard must I try to be able to understand the hidden truth?\How far away is...\You want to understand him because you don't understand him, right?\You want to understand because you like him.\You reach out your hands so you'll gradually get closer to it. response:	Yeah.
context: It's like Kitamura-kun and I.\The things you see aren't always real.\How hard must I try to be able to understand the hidden truth?\How far away is...\You want to understand him because you don't understand him, right?\You want to understand because you like him.\You reach out your hands so you'll gradually get closer to it.\Yeah. response:	Good morning, Takasu.
context: The things you see aren't always real.\How hard must I try to be able to understand the hidden truth?\How far away is...\You want to understand him because you don't understand him, right?\You want to understand because you like him.\You reach out your hands so you'll gradually get closer to it.\Yeah.\Good morning, Takasu. response:	Morning...
context: How hard must I try to be able to understand the hidden truth?\How far away is...\You want to understand him because you don't understand him, right?\You want to understand because you like him.\You reach out your hands so you'll gradually get closer to it.\Yeah.\Good morning, Takasu.\Morning... response:	I drank the milk in the freezer.
context: How far away is...\You want to understand him because you don't understand him, right?\You want to understand because you like him.\You reach out your hands so you'll gradually get closer to it.\Yeah.\Good morning, Takasu.\Morning...\I drank the milk in the freezer. response:	Sorry.
context: You want to understand him because you don't understand him, right?\You want to understand because you like him.\You reach out your hands so you'll gradually get closer to it.\Yeah.\Good morning, Takasu.\Morning...\I drank the milk in the freezer.\Sorry. response:	It looks like you had a lot of fun last night.
context: You want to understand because you like him.\You reach out your hands so you'll gradually get closer to it.\Yeah.\Good morning, Takasu.\Morning...\I drank the milk in the freezer.\Sorry.\It looks like you had a lot of fun last night. response:	You should have woken me up.
context: You reach out your hands so you'll gradually get closer to it.\Yeah.\Good morning, Takasu.\Morning...\I drank the milk in the freezer.\Sorry.\It looks like you had a lot of fun last night.\You should have woken me up. response:	S-Sorry...
context: Yeah.\Good morning, Takasu.\Morning...\I drank the milk in the freezer.\Sorry.\It looks like you had a lot of fun last night.\You should have woken me up.\S-Sorry... response:	Oh, right.
context: Good morning, Takasu.\Morning...\I drank the milk in the freezer.\Sorry.\It looks like you had a lot of fun last night.\You should have woken me up.\S-Sorry...\Oh, right. response:	I had a feast with Taiga last night.
context: Morning...\I drank the milk in the freezer.\Sorry.\It looks like you had a lot of fun last night.\You should have woken me up.\S-Sorry...\Oh, right.\I had a feast with Taiga last night. response:	What's wrong?
context: I drank the milk in the freezer.\Sorry.\It looks like you had a lot of fun last night.\You should have woken me up.\S-Sorry...\Oh, right.\I had a feast with Taiga last night.\What's wrong? response:	N-Nothing...
context: Sorry.\It looks like you had a lot of fun last night.\You should have woken me up.\S-Sorry...\Oh, right.\I had a feast with Taiga last night.\What's wrong?\N-Nothing... response:	Oh, it's already this late.
context: It looks like you had a lot of fun last night.\You should have woken me up.\S-Sorry...\Oh, right.\I had a feast with Taiga last night.\What's wrong?\N-Nothing...\Oh, it's already this late. response:	I'll make breakfast right now.
context: You should have woken me up.\S-Sorry...\Oh, right.\I had a feast with Taiga last night.\What's wrong?\N-Nothing...\Oh, it's already this late.\I'll make breakfast right now. response:	Taiga?
context: S-Sorry...\Oh, right.\I had a feast with Taiga last night.\What's wrong?\N-Nothing...\Oh, it's already this late.\I'll make breakfast right now.\Taiga? response:	Hey, wake up! You look bad!
context: Oh, right.\I had a feast with Taiga last night.\What's wrong?\N-Nothing...\Oh, it's already this late.\I'll make breakfast right now.\Taiga?\Hey, wake up! You look bad! response:	Never mind, she's fast asleep.
context: I had a feast with Taiga last night.\What's wrong?\N-Nothing...\Oh, it's already this late.\I'll make breakfast right now.\Taiga?\Hey, wake up! You look bad!\Never mind, she's fast asleep. response:	She looks so happy.
context: What's wrong?\N-Nothing...\Oh, it's already this late.\I'll make breakfast right now.\Taiga?\Hey, wake up! You look bad!\Never mind, she's fast asleep.\She looks so happy. response:	You stink of milk!
context: N-Nothing...\Oh, it's already this late.\I'll make breakfast right now.\Taiga?\Hey, wake up! You look bad!\Never mind, she's fast asleep.\She looks so happy.\You stink of milk! response:	What an amazing stretch!
context: Oh, it's already this late.\I'll make breakfast right now.\Taiga?\Hey, wake up! You look bad!\Never mind, she's fast asleep.\She looks so happy.\You stink of milk!\What an amazing stretch! response:	K-Kitamura-kun?!
context: I'll make breakfast right now.\Taiga?\Hey, wake up! You look bad!\Never mind, she's fast asleep.\She looks so happy.\You stink of milk!\What an amazing stretch!\K-Kitamura-kun?! response:	Oh my god!
context: Taiga?\Hey, wake up! You look bad!\Never mind, she's fast asleep.\She looks so happy.\You stink of milk!\What an amazing stretch!\K-Kitamura-kun?!\Oh my god! response:	Don't tell me you saw me sleeping!
context: Hey, wake up! You look bad!\Never mind, she's fast asleep.\She looks so happy.\You stink of milk!\What an amazing stretch!\K-Kitamura-kun?!\Oh my god!\Don't tell me you saw me sleeping! response:	I'm sorry, but I did.
context: Never mind, she's fast asleep.\She looks so happy.\You stink of milk!\What an amazing stretch!\K-Kitamura-kun?!\Oh my god!\Don't tell me you saw me sleeping!\I'm sorry, but I did. response:	No!
context: She looks so happy.\You stink of milk!\What an amazing stretch!\K-Kitamura-kun?!\Oh my god!\Don't tell me you saw me sleeping!\I'm sorry, but I did.\No! response:	What now?! You saw my weird sleeping face...
context: You stink of milk!\What an amazing stretch!\K-Kitamura-kun?!\Oh my god!\Don't tell me you saw me sleeping!\I'm sorry, but I did.\No!\What now?! You saw my weird sleeping face... response:	No! No! He saw such an awful side of me...
context: What an amazing stretch!\K-Kitamura-kun?!\Oh my god!\Don't tell me you saw me sleeping!\I'm sorry, but I did.\No!\What now?! You saw my weird sleeping face...\No! No! He saw such an awful side of me... response:	Calm down.
context: K-Kitamura-kun?!\Oh my god!\Don't tell me you saw me sleeping!\I'm sorry, but I did.\No!\What now?! You saw my weird sleeping face...\No! No! He saw such an awful side of me...\Calm down. response:	We've been kicked out.
