context: = LOGO START = response:	= LOGO END =
context: I really thought you had completely gone over to his side.\But... I guess I was wrong.\You were trying to tell me that Amarty already had enough, so I should sell quickly.\But I was confused and overthinking everything.\And before that, with the marriage certificate...\You signed your name on it,\but that was just to get me angry enough to confront you.\Right? response:	Back then I was waiting there on the second fl...
context: But... I guess I was wrong.\You were trying to tell me that Amarty already had enough, so I should sell quickly.\But I was confused and overthinking everything.\And before that, with the marriage certificate...\You signed your name on it,\but that was just to get me angry enough to confront you.\Right?\Back then I was waiting there on the second fl... response:	Never mind.
context: You were trying to tell me that Amarty already had enough, so I should sell quickly.\But I was confused and overthinking everything.\And before that, with the marriage certificate...\You signed your name on it,\but that was just to get me angry enough to confront you.\Right?\Back then I was waiting there on the second fl...\Never mind. response:	Continue.
context: But I was confused and overthinking everything.\And before that, with the marriage certificate...\You signed your name on it,\but that was just to get me angry enough to confront you.\Right?\Back then I was waiting there on the second fl...\Never mind.\Continue. response:	You once said in Rubinhaigen,
context: And before that, with the marriage certificate...\You signed your name on it,\but that was just to get me angry enough to confront you.\Right?\Back then I was waiting there on the second fl...\Never mind.\Continue.\You once said in Rubinhaigen, response:	Don't beat around the bush.
context: You signed your name on it,\but that was just to get me angry enough to confront you.\Right?\Back then I was waiting there on the second fl...\Never mind.\Continue.\You once said in Rubinhaigen,\Don't beat around the bush. response:	Come out with what you truly feel.
context: but that was just to get me angry enough to confront you.\Right?\Back then I was waiting there on the second fl...\Never mind.\Continue.\You once said in Rubinhaigen,\Don't beat around the bush.\Come out with what you truly feel. response:	Problems are solved much faster if you yell at each other.
context: Right?\Back then I was waiting there on the second fl...\Never mind.\Continue.\You once said in Rubinhaigen,\Don't beat around the bush.\Come out with what you truly feel.\Problems are solved much faster if you yell at each other. response:	I misunderstood you from the start.
context: Back then I was waiting there on the second fl...\Never mind.\Continue.\You once said in Rubinhaigen,\Don't beat around the bush.\Come out with what you truly feel.\Problems are solved much faster if you yell at each other.\I misunderstood you from the start. response:	When you got confused over Yoitsu,
context: Never mind.\Continue.\You once said in Rubinhaigen,\Don't beat around the bush.\Come out with what you truly feel.\Problems are solved much faster if you yell at each other.\I misunderstood you from the start.\When you got confused over Yoitsu, response:	the last thing you said...
context: Continue.\You once said in Rubinhaigen,\Don't beat around the bush.\Come out with what you truly feel.\Problems are solved much faster if you yell at each other.\I misunderstood you from the start.\When you got confused over Yoitsu,\the last thing you said... response:	I'm sorry.
context: You once said in Rubinhaigen,\Don't beat around the bush.\Come out with what you truly feel.\Problems are solved much faster if you yell at each other.\I misunderstood you from the start.\When you got confused over Yoitsu,\the last thing you said...\I'm sorry. response:	I thought you were rejecting me.
context: Don't beat around the bush.\Come out with what you truly feel.\Problems are solved much faster if you yell at each other.\I misunderstood you from the start.\When you got confused over Yoitsu,\the last thing you said...\I'm sorry.\I thought you were rejecting me. response:	But, in truth...
context: Come out with what you truly feel.\Problems are solved much faster if you yell at each other.\I misunderstood you from the start.\When you got confused over Yoitsu,\the last thing you said...\I'm sorry.\I thought you were rejecting me.\But, in truth... response:	that was you coming to your senses.
context: Problems are solved much faster if you yell at each other.\I misunderstood you from the start.\When you got confused over Yoitsu,\the last thing you said...\I'm sorry.\I thought you were rejecting me.\But, in truth...\that was you coming to your senses. response:	Right?
context: I misunderstood you from the start.\When you got confused over Yoitsu,\the last thing you said...\I'm sorry.\I thought you were rejecting me.\But, in truth...\that was you coming to your senses.\Right? response:	You fool!
context: When you got confused over Yoitsu,\the last thing you said...\I'm sorry.\I thought you were rejecting me.\But, in truth...\that was you coming to your senses.\Right?\You fool! response:	This is exactly what they mean when they say it's hard to tell a poor thinker from a sleeping one!
context: the last thing you said...\I'm sorry.\I thought you were rejecting me.\But, in truth...\that was you coming to your senses.\Right?\You fool!\This is exactly what they mean when they say it's hard to tell a poor thinker from a sleeping one! response:	Not only did you ruin the plan I painstakingly put together,
context: I'm sorry.\I thought you were rejecting me.\But, in truth...\that was you coming to your senses.\Right?\You fool!\This is exactly what they mean when they say it's hard to tell a poor thinker from a sleeping one!\Not only did you ruin the plan I painstakingly put together, response:	but you also thought I was treating you as my enemy?
context: I thought you were rejecting me.\But, in truth...\that was you coming to your senses.\Right?\You fool!\This is exactly what they mean when they say it's hard to tell a poor thinker from a sleeping one!\Not only did you ruin the plan I painstakingly put together,\but you also thought I was treating you as my enemy? response:	And on top of that, you just couldn't let go of the deal with that kid!
context: But, in truth...\that was you coming to your senses.\Right?\You fool!\This is exactly what they mean when they say it's hard to tell a poor thinker from a sleeping one!\Not only did you ruin the plan I painstakingly put together,\but you also thought I was treating you as my enemy?\And on top of that, you just couldn't let go of the deal with that kid! response:	It's true that we only met recently.
context: that was you coming to your senses.\Right?\You fool!\This is exactly what they mean when they say it's hard to tell a poor thinker from a sleeping one!\Not only did you ruin the plan I painstakingly put together,\but you also thought I was treating you as my enemy?\And on top of that, you just couldn't let go of the deal with that kid!\It's true that we only met recently. response:	Even so, I didn't think the bond we had was so shallow.
context: Right?\You fool!\This is exactly what they mean when they say it's hard to tell a poor thinker from a sleeping one!\Not only did you ruin the plan I painstakingly put together,\but you also thought I was treating you as my enemy?\And on top of that, you just couldn't let go of the deal with that kid!\It's true that we only met recently.\Even so, I didn't think the bond we had was so shallow. response:	Is that just my wishful thinking?
context: You fool!\This is exactly what they mean when they say it's hard to tell a poor thinker from a sleeping one!\Not only did you ruin the plan I painstakingly put together,\but you also thought I was treating you as my enemy?\And on top of that, you just couldn't let go of the deal with that kid!\It's true that we only met recently.\Even so, I didn't think the bond we had was so shallow.\Is that just my wishful thinking? response:	Or do you really...
context: This is exactly what they mean when they say it's hard to tell a poor thinker from a sleeping one!\Not only did you ruin the plan I painstakingly put together,\but you also thought I was treating you as my enemy?\And on top of that, you just couldn't let go of the deal with that kid!\It's true that we only met recently.\Even so, I didn't think the bond we had was so shallow.\Is that just my wishful thinking?\Or do you really... response:	I want to continue traveling with you.
context: Not only did you ruin the plan I painstakingly put together,\but you also thought I was treating you as my enemy?\And on top of that, you just couldn't let go of the deal with that kid!\It's true that we only met recently.\Even so, I didn't think the bond we had was so shallow.\Is that just my wishful thinking?\Or do you really...\I want to continue traveling with you. response:	My life until now has been all about business.
context: but you also thought I was treating you as my enemy?\And on top of that, you just couldn't let go of the deal with that kid!\It's true that we only met recently.\Even so, I didn't think the bond we had was so shallow.\Is that just my wishful thinking?\Or do you really...\I want to continue traveling with you.\My life until now has been all about business. response:	And I intend to keep it that way.
context: And on top of that, you just couldn't let go of the deal with that kid!\It's true that we only met recently.\Even so, I didn't think the bond we had was so shallow.\Is that just my wishful thinking?\Or do you really...\I want to continue traveling with you.\My life until now has been all about business.\And I intend to keep it that way. response:	That's why...
context: It's true that we only met recently.\Even so, I didn't think the bond we had was so shallow.\Is that just my wishful thinking?\Or do you really...\I want to continue traveling with you.\My life until now has been all about business.\And I intend to keep it that way.\That's why... response:	When it comes to life outside business, think of me as a bit of a slow guy.
context: Even so, I didn't think the bond we had was so shallow.\Is that just my wishful thinking?\Or do you really...\I want to continue traveling with you.\My life until now has been all about business.\And I intend to keep it that way.\That's why...\When it comes to life outside business, think of me as a bit of a slow guy. response:	Even so, I want to travel with you.
context: Is that just my wishful thinking?\Or do you really...\I want to continue traveling with you.\My life until now has been all about business.\And I intend to keep it that way.\That's why...\When it comes to life outside business, think of me as a bit of a slow guy.\Even so, I want to travel with you. response:	Then...
context: Or do you really...\I want to continue traveling with you.\My life until now has been all about business.\And I intend to keep it that way.\That's why...\When it comes to life outside business, think of me as a bit of a slow guy.\Even so, I want to travel with you.\Then... response:	What am I to you?
context: I want to continue traveling with you.\My life until now has been all about business.\And I intend to keep it that way.\That's why...\When it comes to life outside business, think of me as a bit of a slow guy.\Even so, I want to travel with you.\Then...\What am I to you? response:	I can't express it in words.
context: My life until now has been all about business.\And I intend to keep it that way.\That's why...\When it comes to life outside business, think of me as a bit of a slow guy.\Even so, I want to travel with you.\Then...\What am I to you?\I can't express it in words. response:	What kind of dry line is that?
context: And I intend to keep it that way.\That's why...\When it comes to life outside business, think of me as a bit of a slow guy.\Even so, I want to travel with you.\Then...\What am I to you?\I can't express it in words.\What kind of dry line is that? response:	You like dried jerky, right?
context: That's why...\When it comes to life outside business, think of me as a bit of a slow guy.\Even so, I want to travel with you.\Then...\What am I to you?\I can't express it in words.\What kind of dry line is that?\You like dried jerky, right? response:	I hate it.
context: When it comes to life outside business, think of me as a bit of a slow guy.\Even so, I want to travel with you.\Then...\What am I to you?\I can't express it in words.\What kind of dry line is that?\You like dried jerky, right?\I hate it. response:	Tell me one thing.
context: Even so, I want to travel with you.\Then...\What am I to you?\I can't express it in words.\What kind of dry line is that?\You like dried jerky, right?\I hate it.\Tell me one thing. response:	How did you persuade Deanna to sell you the pyrite?
context: Then...\What am I to you?\I can't express it in words.\What kind of dry line is that?\You like dried jerky, right?\I hate it.\Tell me one thing.\How did you persuade Deanna to sell you the pyrite? response:	I more or less figured out your plan from everything Amarty told me.
context: What am I to you?\I can't express it in words.\What kind of dry line is that?\You like dried jerky, right?\I hate it.\Tell me one thing.\How did you persuade Deanna to sell you the pyrite?\I more or less figured out your plan from everything Amarty told me. response:	Though I must say I was impressed by what you came up with.
context: I can't express it in words.\What kind of dry line is that?\You like dried jerky, right?\I hate it.\Tell me one thing.\How did you persuade Deanna to sell you the pyrite?\I more or less figured out your plan from everything Amarty told me.\Though I must say I was impressed by what you came up with. response:	So, you called her Deanna, right?
context: What kind of dry line is that?\You like dried jerky, right?\I hate it.\Tell me one thing.\How did you persuade Deanna to sell you the pyrite?\I more or less figured out your plan from everything Amarty told me.\Though I must say I was impressed by what you came up with.\So, you called her Deanna, right? response:	I actually went there for a different purpose.
context: You like dried jerky, right?\I hate it.\Tell me one thing.\How did you persuade Deanna to sell you the pyrite?\I more or less figured out your plan from everything Amarty told me.\Though I must say I was impressed by what you came up with.\So, you called her Deanna, right?\I actually went there for a different purpose. response:	For a different purpose?
context: I hate it.\Tell me one thing.\How did you persuade Deanna to sell you the pyrite?\I more or less figured out your plan from everything Amarty told me.\Though I must say I was impressed by what you came up with.\So, you called her Deanna, right?\I actually went there for a different purpose.\For a different purpose? response:	It might be better to say for help.
context: Tell me one thing.\How did you persuade Deanna to sell you the pyrite?\I more or less figured out your plan from everything Amarty told me.\Though I must say I was impressed by what you came up with.\So, you called her Deanna, right?\I actually went there for a different purpose.\For a different purpose?\It might be better to say for help. response:	I found her house from the scent on the letter.
context: How did you persuade Deanna to sell you the pyrite?\I more or less figured out your plan from everything Amarty told me.\Though I must say I was impressed by what you came up with.\So, you called her Deanna, right?\I actually went there for a different purpose.\For a different purpose?\It might be better to say for help.\I found her house from the scent on the letter. response:	Though, the place carried a strong stink like you'd find near hot springs.
context: I more or less figured out your plan from everything Amarty told me.\Though I must say I was impressed by what you came up with.\So, you called her Deanna, right?\I actually went there for a different purpose.\For a different purpose?\It might be better to say for help.\I found her house from the scent on the letter.\Though, the place carried a strong stink like you'd find near hot springs. response:	I'll bet that was harsh for you.
context: Though I must say I was impressed by what you came up with.\So, you called her Deanna, right?\I actually went there for a different purpose.\For a different purpose?\It might be better to say for help.\I found her house from the scent on the letter.\Though, the place carried a strong stink like you'd find near hot springs.\I'll bet that was harsh for you. response:	I asked her to make up a story that Yoitsu is still around somewhere, and pass it onto you.
context: So, you called her Deanna, right?\I actually went there for a different purpose.\For a different purpose?\It might be better to say for help.\I found her house from the scent on the letter.\Though, the place carried a strong stink like you'd find near hot springs.\I'll bet that was harsh for you.\I asked her to make up a story that Yoitsu is still around somewhere, and pass it onto you. response:	But all that woman did was get all the facts she could out of me and ignore my request.
context: I actually went there for a different purpose.\For a different purpose?\It might be better to say for help.\I found her house from the scent on the letter.\Though, the place carried a strong stink like you'd find near hot springs.\I'll bet that was harsh for you.\I asked her to make up a story that Yoitsu is still around somewhere, and pass it onto you.\But all that woman did was get all the facts she could out of me and ignore my request. response:	That so?
context: For a different purpose?\It might be better to say for help.\I found her house from the scent on the letter.\Though, the place carried a strong stink like you'd find near hot springs.\I'll bet that was harsh for you.\I asked her to make up a story that Yoitsu is still around somewhere, and pass it onto you.\But all that woman did was get all the facts she could out of me and ignore my request.\That so? response:	Just as I'd finished embarrassing myself explaining the situation,
context: It might be better to say for help.\I found her house from the scent on the letter.\Though, the place carried a strong stink like you'd find near hot springs.\I'll bet that was harsh for you.\I asked her to make up a story that Yoitsu is still around somewhere, and pass it onto you.\But all that woman did was get all the facts she could out of me and ignore my request.\That so?\Just as I'd finished embarrassing myself explaining the situation, response:	you showed up.
context: I found her house from the scent on the letter.\Though, the place carried a strong stink like you'd find near hot springs.\I'll bet that was harsh for you.\I asked her to make up a story that Yoitsu is still around somewhere, and pass it onto you.\But all that woman did was get all the facts she could out of me and ignore my request.\That so?\Just as I'd finished embarrassing myself explaining the situation,\you showed up. response:	Is anyone in?
context: Though, the place carried a strong stink like you'd find near hot springs.\I'll bet that was harsh for you.\I asked her to make up a story that Yoitsu is still around somewhere, and pass it onto you.\But all that woman did was get all the facts she could out of me and ignore my request.\That so?\Just as I'd finished embarrassing myself explaining the situation,\you showed up.\Is anyone in? response:	Afterwards, that damn woman...
context: I'll bet that was harsh for you.\I asked her to make up a story that Yoitsu is still around somewhere, and pass it onto you.\But all that woman did was get all the facts she could out of me and ignore my request.\That so?\Just as I'd finished embarrassing myself explaining the situation,\you showed up.\Is anyone in?\Afterwards, that damn woman... response:	She came up with her own plan.
context: I asked her to make up a story that Yoitsu is still around somewhere, and pass it onto you.\But all that woman did was get all the facts she could out of me and ignore my request.\That so?\Just as I'd finished embarrassing myself explaining the situation,\you showed up.\Is anyone in?\Afterwards, that damn woman...\She came up with her own plan. response:	She decided it would be a good idea to test your resolve, as if she knew it all.
context: But all that woman did was get all the facts she could out of me and ignore my request.\That so?\Just as I'd finished embarrassing myself explaining the situation,\you showed up.\Is anyone in?\Afterwards, that damn woman...\She came up with her own plan.\She decided it would be a good idea to test your resolve, as if she knew it all. response:	So that's why she said that...
context: That so?\Just as I'd finished embarrassing myself explaining the situation,\you showed up.\Is anyone in?\Afterwards, that damn woman...\She came up with her own plan.\She decided it would be a good idea to test your resolve, as if she knew it all.\So that's why she said that... response:	Do your best.
context: Just as I'd finished embarrassing myself explaining the situation,\you showed up.\Is anyone in?\Afterwards, that damn woman...\She came up with her own plan.\She decided it would be a good idea to test your resolve, as if she knew it all.\So that's why she said that...\Do your best. response:	I also heard every word of your stupid question.
context: you showed up.\Is anyone in?\Afterwards, that damn woman...\She came up with her own plan.\She decided it would be a good idea to test your resolve, as if she knew it all.\So that's why she said that...\Do your best.\I also heard every word of your stupid question. response:	Are there any legends of pagan gods and humans becoming mates?
context: Is anyone in?\Afterwards, that damn woman...\She came up with her own plan.\She decided it would be a good idea to test your resolve, as if she knew it all.\So that's why she said that...\Do your best.\I also heard every word of your stupid question.\Are there any legends of pagan gods and humans becoming mates? response:	Plenty.
context: Afterwards, that damn woman...\She came up with her own plan.\She decided it would be a good idea to test your resolve, as if she knew it all.\So that's why she said that...\Do your best.\I also heard every word of your stupid question.\Are there any legends of pagan gods and humans becoming mates?\Plenty. response:	It seems there are a lot of these stories of humans and gods mating.
context: She came up with her own plan.\She decided it would be a good idea to test your resolve, as if she knew it all.\So that's why she said that...\Do your best.\I also heard every word of your stupid question.\Are there any legends of pagan gods and humans becoming mates?\Plenty.\It seems there are a lot of these stories of humans and gods mating. response:	If that's how you feel, then I don't mind, but...
context: She decided it would be a good idea to test your resolve, as if she knew it all.\So that's why she said that...\Do your best.\I also heard every word of your stupid question.\Are there any legends of pagan gods and humans becoming mates?\Plenty.\It seems there are a lot of these stories of humans and gods mating.\If that's how you feel, then I don't mind, but... response:	Will you be gentle to me?
context: So that's why she said that...\Do your best.\I also heard every word of your stupid question.\Are there any legends of pagan gods and humans becoming mates?\Plenty.\It seems there are a lot of these stories of humans and gods mating.\If that's how you feel, then I don't mind, but...\Will you be gentle to me? response:	Or not.
context: Do your best.\I also heard every word of your stupid question.\Are there any legends of pagan gods and humans becoming mates?\Plenty.\It seems there are a lot of these stories of humans and gods mating.\If that's how you feel, then I don't mind, but...\Will you be gentle to me?\Or not. response:	I'm not in the mood after talking to that woman.
context: I also heard every word of your stupid question.\Are there any legends of pagan gods and humans becoming mates?\Plenty.\It seems there are a lot of these stories of humans and gods mating.\If that's how you feel, then I don't mind, but...\Will you be gentle to me?\Or not.\I'm not in the mood after talking to that woman. response:	Did you notice she isn't human?
context: Are there any legends of pagan gods and humans becoming mates?\Plenty.\It seems there are a lot of these stories of humans and gods mating.\If that's how you feel, then I don't mind, but...\Will you be gentle to me?\Or not.\I'm not in the mood after talking to that woman.\Did you notice she isn't human? response:	Really?
context: Plenty.\It seems there are a lot of these stories of humans and gods mating.\If that's how you feel, then I don't mind, but...\Will you be gentle to me?\Or not.\I'm not in the mood after talking to that woman.\Did you notice she isn't human?\Really? response:	There were lots of feathers scattered around the room, right?
context: It seems there are a lot of these stories of humans and gods mating.\If that's how you feel, then I don't mind, but...\Will you be gentle to me?\Or not.\I'm not in the mood after talking to that woman.\Did you notice she isn't human?\Really?\There were lots of feathers scattered around the room, right? response:	Those are hers.
context: If that's how you feel, then I don't mind, but...\Will you be gentle to me?\Or not.\I'm not in the mood after talking to that woman.\Did you notice she isn't human?\Really?\There were lots of feathers scattered around the room, right?\Those are hers. response:	She's actually a bird bigger than you.
context: Will you be gentle to me?\Or not.\I'm not in the mood after talking to that woman.\Did you notice she isn't human?\Really?\There were lots of feathers scattered around the room, right?\Those are hers.\She's actually a bird bigger than you. response:	She fell for a traveling priest, and spent a long time with him working to build a church.
context: Or not.\I'm not in the mood after talking to that woman.\Did you notice she isn't human?\Really?\There were lots of feathers scattered around the room, right?\Those are hers.\She's actually a bird bigger than you.\She fell for a traveling priest, and spent a long time with him working to build a church. response:	But the priest grew suspicious of her since she never grew old no matter how much time passed.
context: I'm not in the mood after talking to that woman.\Did you notice she isn't human?\Really?\There were lots of feathers scattered around the room, right?\Those are hers.\She's actually a bird bigger than you.\She fell for a traveling priest, and spent a long time with him working to build a church.\But the priest grew suspicious of her since she never grew old no matter how much time passed. response:	You can guess what happened afterwards.
context: Did you notice she isn't human?\Really?\There were lots of feathers scattered around the room, right?\Those are hers.\She's actually a bird bigger than you.\She fell for a traveling priest, and spent a long time with him working to build a church.\But the priest grew suspicious of her since she never grew old no matter how much time passed.\You can guess what happened afterwards. response:	I want to return to my homeland.
context: Really?\There were lots of feathers scattered around the room, right?\Those are hers.\She's actually a bird bigger than you.\She fell for a traveling priest, and spent a long time with him working to build a church.\But the priest grew suspicious of her since she never grew old no matter how much time passed.\You can guess what happened afterwards.\I want to return to my homeland. response:	Even if it's no longer there.
context: There were lots of feathers scattered around the room, right?\Those are hers.\She's actually a bird bigger than you.\She fell for a traveling priest, and spent a long time with him working to build a church.\But the priest grew suspicious of her since she never grew old no matter how much time passed.\You can guess what happened afterwards.\I want to return to my homeland.\Even if it's no longer there. response:	What will you do when we arrive?
context: Those are hers.\She's actually a bird bigger than you.\She fell for a traveling priest, and spent a long time with him working to build a church.\But the priest grew suspicious of her since she never grew old no matter how much time passed.\You can guess what happened afterwards.\I want to return to my homeland.\Even if it's no longer there.\What will you do when we arrive? response:	Humans do some amazing things.
context: She's actually a bird bigger than you.\She fell for a traveling priest, and spent a long time with him working to build a church.\But the priest grew suspicious of her since she never grew old no matter how much time passed.\You can guess what happened afterwards.\I want to return to my homeland.\Even if it's no longer there.\What will you do when we arrive?\Humans do some amazing things. response:	Yeah, they do.
context: She fell for a traveling priest, and spent a long time with him working to build a church.\But the priest grew suspicious of her since she never grew old no matter how much time passed.\You can guess what happened afterwards.\I want to return to my homeland.\Even if it's no longer there.\What will you do when we arrive?\Humans do some amazing things.\Yeah, they do. response:	I wouldn't mind if you were as fiery as that doll.
context: But the priest grew suspicious of her since she never grew old no matter how much time passed.\You can guess what happened afterwards.\I want to return to my homeland.\Even if it's no longer there.\What will you do when we arrive?\Humans do some amazing things.\Yeah, they do.\I wouldn't mind if you were as fiery as that doll. response:	I'll manage somehow when I get drunk.
context: You can guess what happened afterwards.\I want to return to my homeland.\Even if it's no longer there.\What will you do when we arrive?\Humans do some amazing things.\Yeah, they do.\I wouldn't mind if you were as fiery as that doll.\I'll manage somehow when I get drunk. response:	Who's going to take care of me if you get drunk?
context: I want to return to my homeland.\Even if it's no longer there.\What will you do when we arrive?\Humans do some amazing things.\Yeah, they do.\I wouldn't mind if you were as fiery as that doll.\I'll manage somehow when I get drunk.\Who's going to take care of me if you get drunk? response:	You fool!
context: Even if it's no longer there.\What will you do when we arrive?\Humans do some amazing things.\Yeah, they do.\I wouldn't mind if you were as fiery as that doll.\I'll manage somehow when I get drunk.\Who's going to take care of me if you get drunk?\You fool! response:	Next episode: Wolf and Playful Days
context: What will you do when we arrive?\Humans do some amazing things.\Yeah, they do.\I wouldn't mind if you were as fiery as that doll.\I'll manage somehow when I get drunk.\Who's going to take care of me if you get drunk?\You fool!\Next episode: Wolf and Playful Days response:	Wolf and Playful Days
context: Humans do some amazing things.\Yeah, they do.\I wouldn't mind if you were as fiery as that doll.\I'll manage somehow when I get drunk.\Who's going to take care of me if you get drunk?\You fool!\Next episode: Wolf and Playful Days\Wolf and Playful Days response:	soshite koi suru bokutachi wa
context: Yeah, they do.\I wouldn't mind if you were as fiery as that doll.\I'll manage somehow when I get drunk.\Who's going to take care of me if you get drunk?\You fool!\Next episode: Wolf and Playful Days\Wolf and Playful Days\soshite koi suru bokutachi wa response:	ai no temae de surechigau
context: I wouldn't mind if you were as fiery as that doll.\I'll manage somehow when I get drunk.\Who's going to take care of me if you get drunk?\You fool!\Next episode: Wolf and Playful Days\Wolf and Playful Days\soshite koi suru bokutachi wa\ai no temae de surechigau response:	tsutaetai noni damarikomu
context: I'll manage somehow when I get drunk.\Who's going to take care of me if you get drunk?\You fool!\Next episode: Wolf and Playful Days\Wolf and Playful Days\soshite koi suru bokutachi wa\ai no temae de surechigau\tsutaetai noni damarikomu response:	sakamichi wo sora he noboreba
context: Who's going to take care of me if you get drunk?\You fool!\Next episode: Wolf and Playful Days\Wolf and Playful Days\soshite koi suru bokutachi wa\ai no temae de surechigau\tsutaetai noni damarikomu\sakamichi wo sora he noboreba response:	wakareyuku suisei no mizuumi
context: You fool!\Next episode: Wolf and Playful Days\Wolf and Playful Days\soshite koi suru bokutachi wa\ai no temae de surechigau\tsutaetai noni damarikomu\sakamichi wo sora he noboreba\wakareyuku suisei no mizuumi response:	mikansei na bokutachi dakara
context: Next episode: Wolf and Playful Days\Wolf and Playful Days\soshite koi suru bokutachi wa\ai no temae de surechigau\tsutaetai noni damarikomu\sakamichi wo sora he noboreba\wakareyuku suisei no mizuumi\mikansei na bokutachi dakara response:	kizutsukezu ni irarenai
context: Wolf and Playful Days\soshite koi suru bokutachi wa\ai no temae de surechigau\tsutaetai noni damarikomu\sakamichi wo sora he noboreba\wakareyuku suisei no mizuumi\mikansei na bokutachi dakara\kizutsukezu ni irarenai response:	dakishimetekuretara
context: soshite koi suru bokutachi wa\ai no temae de surechigau\tsutaetai noni damarikomu\sakamichi wo sora he noboreba\wakareyuku suisei no mizuumi\mikansei na bokutachi dakara\kizutsukezu ni irarenai\dakishimetekuretara response:	fureaeru ki ga suru
context: ai no temae de surechigau\tsutaetai noni damarikomu\sakamichi wo sora he noboreba\wakareyuku suisei no mizuumi\mikansei na bokutachi dakara\kizutsukezu ni irarenai\dakishimetekuretara\fureaeru ki ga suru response:	dakishimeaetara
context: tsutaetai noni damarikomu\sakamichi wo sora he noboreba\wakareyuku suisei no mizuumi\mikansei na bokutachi dakara\kizutsukezu ni irarenai\dakishimetekuretara\fureaeru ki ga suru\dakishimeaetara response:	ai suru hito ha kitto soba ni iru
context: sakamichi wo sora he noboreba\wakareyuku suisei no mizuumi\mikansei na bokutachi dakara\kizutsukezu ni irarenai\dakishimetekuretara\fureaeru ki ga suru\dakishimeaetara\ai suru hito ha kitto soba ni iru response:	taisetsu na mono wa itsumo soba ni aru
context: wakareyuku suisei no mizuumi\mikansei na bokutachi dakara\kizutsukezu ni irarenai\dakishimetekuretara\fureaeru ki ga suru\dakishimeaetara\ai suru hito ha kitto soba ni iru\taisetsu na mono wa itsumo soba ni aru response:	The two of us who fell for each other
context: mikansei na bokutachi dakara\kizutsukezu ni irarenai\dakishimetekuretara\fureaeru ki ga suru\dakishimeaetara\ai suru hito ha kitto soba ni iru\taisetsu na mono wa itsumo soba ni aru\The two of us who fell for each other response:	missed each other just before love
context: kizutsukezu ni irarenai\dakishimetekuretara\fureaeru ki ga suru\dakishimeaetara\ai suru hito ha kitto soba ni iru\taisetsu na mono wa itsumo soba ni aru\The two of us who fell for each other\missed each other just before love response:	I want to tell you but I keep quiet
context: dakishimetekuretara\fureaeru ki ga suru\dakishimeaetara\ai suru hito ha kitto soba ni iru\taisetsu na mono wa itsumo soba ni aru\The two of us who fell for each other\missed each other just before love\I want to tell you but I keep quiet response:	Take me, take me
context: fureaeru ki ga suru\dakishimeaetara\ai suru hito ha kitto soba ni iru\taisetsu na mono wa itsumo soba ni aru\The two of us who fell for each other\missed each other just before love\I want to tell you but I keep quiet\Take me, take me response:	to the perfect world
context: dakishimeaetara\ai suru hito ha kitto soba ni iru\taisetsu na mono wa itsumo soba ni aru\The two of us who fell for each other\missed each other just before love\I want to tell you but I keep quiet\Take me, take me\to the perfect world response:	If you climb the hill towards the sky
context: ai suru hito ha kitto soba ni iru\taisetsu na mono wa itsumo soba ni aru\The two of us who fell for each other\missed each other just before love\I want to tell you but I keep quiet\Take me, take me\to the perfect world\If you climb the hill towards the sky response:	there flows the comet river
context: taisetsu na mono wa itsumo soba ni aru\The two of us who fell for each other\missed each other just before love\I want to tell you but I keep quiet\Take me, take me\to the perfect world\If you climb the hill towards the sky\there flows the comet river response:	Because we're incomplete
context: The two of us who fell for each other\missed each other just before love\I want to tell you but I keep quiet\Take me, take me\to the perfect world\If you climb the hill towards the sky\there flows the comet river\Because we're incomplete response:	we can't avoid hurting each other
context: missed each other just before love\I want to tell you but I keep quiet\Take me, take me\to the perfect world\If you climb the hill towards the sky\there flows the comet river\Because we're incomplete\we can't avoid hurting each other response:	If you will embrace me
context: I want to tell you but I keep quiet\Take me, take me\to the perfect world\If you climb the hill towards the sky\there flows the comet river\Because we're incomplete\we can't avoid hurting each other\If you will embrace me response:	I feel like we'll touch
context: Take me, take me\to the perfect world\If you climb the hill towards the sky\there flows the comet river\Because we're incomplete\we can't avoid hurting each other\If you will embrace me\I feel like we'll touch response:	If you can embrace me
context: to the perfect world\If you climb the hill towards the sky\there flows the comet river\Because we're incomplete\we can't avoid hurting each other\If you will embrace me\I feel like we'll touch\If you can embrace me response:	Your beloved will surely be by your side
context: If you climb the hill towards the sky\there flows the comet river\Because we're incomplete\we can't avoid hurting each other\If you will embrace me\I feel like we'll touch\If you can embrace me\Your beloved will surely be by your side response:	Those important to you will always be by your side
context: there flows the comet river\Because we're incomplete\we can't avoid hurting each other\If you will embrace me\I feel like we'll touch\If you can embrace me\Your beloved will surely be by your side\Those important to you will always be by your side response:	OD
