context: Tch. response:	Oh.
context: I know what you're going to say, Haruhiro.\Our goal for now is to buy our official badges to become a full-fledged Volunteer Soldiers.\But it doesn't really feel like it matters anymore.\That's what you're thinking, right?\I have mixed feelings about you knowing what I'm thinking.\That's rude.\I'll kill you.\I'm very sorry. response:	Don't apologize so quickly.
context: Our goal for now is to buy our official badges to become a full-fledged Volunteer Soldiers.\But it doesn't really feel like it matters anymore.\That's what you're thinking, right?\I have mixed feelings about you knowing what I'm thinking.\That's rude.\I'll kill you.\I'm very sorry.\Don't apologize so quickly. response:	That's no fun, idiot.
context: But it doesn't really feel like it matters anymore.\That's what you're thinking, right?\I have mixed feelings about you knowing what I'm thinking.\That's rude.\I'll kill you.\I'm very sorry.\Don't apologize so quickly.\That's no fun, idiot. response:	This guy is so difficult.
context: That's what you're thinking, right?\I have mixed feelings about you knowing what I'm thinking.\That's rude.\I'll kill you.\I'm very sorry.\Don't apologize so quickly.\That's no fun, idiot.\This guy is so difficult. response:	I do feel that we've lost sight of our goal.
context: I have mixed feelings about you knowing what I'm thinking.\That's rude.\I'll kill you.\I'm very sorry.\Don't apologize so quickly.\That's no fun, idiot.\This guy is so difficult.\I do feel that we've lost sight of our goal. response:	I can't believe things could change so much, just because he's not here anymore.
context: That's rude.\I'll kill you.\I'm very sorry.\Don't apologize so quickly.\That's no fun, idiot.\This guy is so difficult.\I do feel that we've lost sight of our goal.\I can't believe things could change so much, just because he's not here anymore. response:	Don't make it sound so insignificant.
context: I'll kill you.\I'm very sorry.\Don't apologize so quickly.\That's no fun, idiot.\This guy is so difficult.\I do feel that we've lost sight of our goal.\I can't believe things could change so much, just because he's not here anymore.\Don't make it sound so insignificant. response:	You're right. My bad.
context: I'm very sorry.\Don't apologize so quickly.\That's no fun, idiot.\This guy is so difficult.\I do feel that we've lost sight of our goal.\I can't believe things could change so much, just because he's not here anymore.\Don't make it sound so insignificant.\You're right. My bad. response:	It throws me off when you apologize so quickly.
context: Don't apologize so quickly.\That's no fun, idiot.\This guy is so difficult.\I do feel that we've lost sight of our goal.\I can't believe things could change so much, just because he's not here anymore.\Don't make it sound so insignificant.\You're right. My bad.\It throws me off when you apologize so quickly. response:	This guy is so difficult.
context: That's no fun, idiot.\This guy is so difficult.\I do feel that we've lost sight of our goal.\I can't believe things could change so much, just because he's not here anymore.\Don't make it sound so insignificant.\You're right. My bad.\It throws me off when you apologize so quickly.\This guy is so difficult. response:	A goal, huh?
context: This guy is so difficult.\I do feel that we've lost sight of our goal.\I can't believe things could change so much, just because he's not here anymore.\Don't make it sound so insignificant.\You're right. My bad.\It throws me off when you apologize so quickly.\This guy is so difficult.\A goal, huh? response:	Woah.
context: I do feel that we've lost sight of our goal.\I can't believe things could change so much, just because he's not here anymore.\Don't make it sound so insignificant.\You're right. My bad.\It throws me off when you apologize so quickly.\This guy is so difficult.\A goal, huh?\Woah. response:	Woah, it's Renji.
context: I can't believe things could change so much, just because he's not here anymore.\Don't make it sound so insignificant.\You're right. My bad.\It throws me off when you apologize so quickly.\This guy is so difficult.\A goal, huh?\Woah.\Woah, it's Renji. response:	Hey, it's Renji.
context: Don't make it sound so insignificant.\You're right. My bad.\It throws me off when you apologize so quickly.\This guy is so difficult.\A goal, huh?\Woah.\Woah, it's Renji.\Hey, it's Renji. response:	Renji?
context: You're right. My bad.\It throws me off when you apologize so quickly.\This guy is so difficult.\A goal, huh?\Woah.\Woah, it's Renji.\Hey, it's Renji.\Renji? response:	Man, is he flashy.
context: It throws me off when you apologize so quickly.\This guy is so difficult.\A goal, huh?\Woah.\Woah, it's Renji.\Hey, it's Renji.\Renji?\Man, is he flashy. response:	Wow.
context: This guy is so difficult.\A goal, huh?\Woah.\Woah, it's Renji.\Hey, it's Renji.\Renji?\Man, is he flashy.\Wow. response:	And he started as a Volunteer Soldier at the same time as us.
context: A goal, huh?\Woah.\Woah, it's Renji.\Hey, it's Renji.\Renji?\Man, is he flashy.\Wow.\And he started as a Volunteer Soldier at the same time as us. response:	Wait, what?
context: Woah.\Woah, it's Renji.\Hey, it's Renji.\Renji?\Man, is he flashy.\Wow.\And he started as a Volunteer Soldier at the same time as us.\Wait, what? response:	Th-This is...
context: Woah, it's Renji.\Hey, it's Renji.\Renji?\Man, is he flashy.\Wow.\And he started as a Volunteer Soldier at the same time as us.\Wait, what?\Th-This is... response:	A-A gold coin?!
context: Hey, it's Renji.\Renji?\Man, is he flashy.\Wow.\And he started as a Volunteer Soldier at the same time as us.\Wait, what?\Th-This is...\A-A gold coin?! response:	I heard that Manato died.
context: Renji?\Man, is he flashy.\Wow.\And he started as a Volunteer Soldier at the same time as us.\Wait, what?\Th-This is...\A-A gold coin?!\I heard that Manato died. response:	This is a gift.
context: Man, is he flashy.\Wow.\And he started as a Volunteer Soldier at the same time as us.\Wait, what?\Th-This is...\A-A gold coin?!\I heard that Manato died.\This is a gift. response:	Take it.
context: Wow.\And he started as a Volunteer Soldier at the same time as us.\Wait, what?\Th-This is...\A-A gold coin?!\I heard that Manato died.\This is a gift.\Take it. response:	R-Renji, wait!
context: And he started as a Volunteer Soldier at the same time as us.\Wait, what?\Th-This is...\A-A gold coin?!\I heard that Manato died.\This is a gift.\Take it.\R-Renji, wait! response:	What is it?
context: Wait, what?\Th-This is...\A-A gold coin?!\I heard that Manato died.\This is a gift.\Take it.\R-Renji, wait!\What is it? response:	I can't accept this.
context: Th-This is...\A-A gold coin?!\I heard that Manato died.\This is a gift.\Take it.\R-Renji, wait!\What is it?\I can't accept this. response:	I see.
context: A-A gold coin?!\I heard that Manato died.\This is a gift.\Take it.\R-Renji, wait!\What is it?\I can't accept this.\I see. response:	Stupid, stupid, stupid!
context: I heard that Manato died.\This is a gift.\Take it.\R-Renji, wait!\What is it?\I can't accept this.\I see.\Stupid, stupid, stupid! response:	You totally stupid, stupid!
context: This is a gift.\Take it.\R-Renji, wait!\What is it?\I can't accept this.\I see.\Stupid, stupid, stupid!\You totally stupid, stupid! response:	A gold is worth a hundred silvers!
context: Take it.\R-Renji, wait!\What is it?\I can't accept this.\I see.\Stupid, stupid, stupid!\You totally stupid, stupid!\A gold is worth a hundred silvers! response:	We could easily buy our official badges with that.
context: R-Renji, wait!\What is it?\I can't accept this.\I see.\Stupid, stupid, stupid!\You totally stupid, stupid!\A gold is worth a hundred silvers!\We could easily buy our official badges with that. response:	I-I don't think Manato would be happy if we bought our badges with that money.
context: What is it?\I can't accept this.\I see.\Stupid, stupid, stupid!\You totally stupid, stupid!\A gold is worth a hundred silvers!\We could easily buy our official badges with that.\I-I don't think Manato would be happy if we bought our badges with that money. response:	Our teamwork is off.
context: I can't accept this.\I see.\Stupid, stupid, stupid!\You totally stupid, stupid!\A gold is worth a hundred silvers!\We could easily buy our official badges with that.\I-I don't think Manato would be happy if we bought our badges with that money.\Our teamwork is off. response:	It's not just Merry.
context: I see.\Stupid, stupid, stupid!\You totally stupid, stupid!\A gold is worth a hundred silvers!\We could easily buy our official badges with that.\I-I don't think Manato would be happy if we bought our badges with that money.\Our teamwork is off.\It's not just Merry. response:	We haven't even properly talked to Yume or Shihoru.
context: Stupid, stupid, stupid!\You totally stupid, stupid!\A gold is worth a hundred silvers!\We could easily buy our official badges with that.\I-I don't think Manato would be happy if we bought our badges with that money.\Our teamwork is off.\It's not just Merry.\We haven't even properly talked to Yume or Shihoru. response:	It wasn't like this before.
context: You totally stupid, stupid!\A gold is worth a hundred silvers!\We could easily buy our official badges with that.\I-I don't think Manato would be happy if we bought our badges with that money.\Our teamwork is off.\It's not just Merry.\We haven't even properly talked to Yume or Shihoru.\It wasn't like this before. response:	So we just have to all get along?
context: A gold is worth a hundred silvers!\We could easily buy our official badges with that.\I-I don't think Manato would be happy if we bought our badges with that money.\Our teamwork is off.\It's not just Merry.\We haven't even properly talked to Yume or Shihoru.\It wasn't like this before.\So we just have to all get along? response:	Can you make that happen?
context: We could easily buy our official badges with that.\I-I don't think Manato would be happy if we bought our badges with that money.\Our teamwork is off.\It's not just Merry.\We haven't even properly talked to Yume or Shihoru.\It wasn't like this before.\So we just have to all get along?\Can you make that happen? response:	I don't know.
context: I-I don't think Manato would be happy if we bought our badges with that money.\Our teamwork is off.\It's not just Merry.\We haven't even properly talked to Yume or Shihoru.\It wasn't like this before.\So we just have to all get along?\Can you make that happen?\I don't know. response:	I don't know, but if it were Manato...
context: Our teamwork is off.\It's not just Merry.\We haven't even properly talked to Yume or Shihoru.\It wasn't like this before.\So we just have to all get along?\Can you make that happen?\I don't know.\I don't know, but if it were Manato... response:	Yume?
context: It's not just Merry.\We haven't even properly talked to Yume or Shihoru.\It wasn't like this before.\So we just have to all get along?\Can you make that happen?\I don't know.\I don't know, but if it were Manato...\Yume? response:	Haru-kun?
context: We haven't even properly talked to Yume or Shihoru.\It wasn't like this before.\So we just have to all get along?\Can you make that happen?\I don't know.\I don't know, but if it were Manato...\Yume?\Haru-kun? response:	Say...
context: It wasn't like this before.\So we just have to all get along?\Can you make that happen?\I don't know.\I don't know, but if it were Manato...\Yume?\Haru-kun?\Say... response:	I'm not angry.
context: So we just have to all get along?\Can you make that happen?\I don't know.\I don't know, but if it were Manato...\Yume?\Haru-kun?\Say...\I'm not angry. response:	Really?
context: Can you make that happen?\I don't know.\I don't know, but if it were Manato...\Yume?\Haru-kun?\Say...\I'm not angry.\Really? response:	Did you do something that would make me angry?
context: I don't know.\I don't know, but if it were Manato...\Yume?\Haru-kun?\Say...\I'm not angry.\Really?\Did you do something that would make me angry? response:	I did... I think.
context: I don't know, but if it were Manato...\Yume?\Haru-kun?\Say...\I'm not angry.\Really?\Did you do something that would make me angry?\I did... I think. response:	What did you do?
context: Yume?\Haru-kun?\Say...\I'm not angry.\Really?\Did you do something that would make me angry?\I did... I think.\What did you do? response:	I invited Merry into our party... without asking you or Shihoru.
context: Haru-kun?\Say...\I'm not angry.\Really?\Did you do something that would make me angry?\I did... I think.\What did you do?\I invited Merry into our party... without asking you or Shihoru. response:	I didn't think we could go on without a Priest...
context: Say...\I'm not angry.\Really?\Did you do something that would make me angry?\I did... I think.\What did you do?\I invited Merry into our party... without asking you or Shihoru.\I didn't think we could go on without a Priest... response:	That's not it.
context: I'm not angry.\Really?\Did you do something that would make me angry?\I did... I think.\What did you do?\I invited Merry into our party... without asking you or Shihoru.\I didn't think we could go on without a Priest...\That's not it. response:	That's not it at all.
context: Really?\Did you do something that would make me angry?\I did... I think.\What did you do?\I invited Merry into our party... without asking you or Shihoru.\I didn't think we could go on without a Priest...\That's not it.\That's not it at all. response:	Yume?
context: Did you do something that would make me angry?\I did... I think.\What did you do?\I invited Merry into our party... without asking you or Shihoru.\I didn't think we could go on without a Priest...\That's not it.\That's not it at all.\Yume? response:	That's not it!
context: I did... I think.\What did you do?\I invited Merry into our party... without asking you or Shihoru.\I didn't think we could go on without a Priest...\That's not it.\That's not it at all.\Yume?\That's not it! response:	Yume!
context: What did you do?\I invited Merry into our party... without asking you or Shihoru.\I didn't think we could go on without a Priest...\That's not it.\That's not it at all.\Yume?\That's not it!\Yume! response:	That's not it at all!
context: I invited Merry into our party... without asking you or Shihoru.\I didn't think we could go on without a Priest...\That's not it.\That's not it at all.\Yume?\That's not it!\Yume!\That's not it at all! response:	Haru-kun, you idiot!
context: I didn't think we could go on without a Priest...\That's not it.\That's not it at all.\Yume?\That's not it!\Yume!\That's not it at all!\Haru-kun, you idiot! response:	Yume, wh-what is it?
context: That's not it.\That's not it at all.\Yume?\That's not it!\Yume!\That's not it at all!\Haru-kun, you idiot!\Yume, wh-what is it? response:	What's wrong?
context: That's not it at all.\Yume?\That's not it!\Yume!\That's not it at all!\Haru-kun, you idiot!\Yume, wh-what is it?\What's wrong? response:	You don't get anything!
context: Yume?\That's not it!\Yume!\That's not it at all!\Haru-kun, you idiot!\Yume, wh-what is it?\What's wrong?\You don't get anything! response:	That's why me and Shihoru are like this!
context: That's not it!\Yume!\That's not it at all!\Haru-kun, you idiot!\Yume, wh-what is it?\What's wrong?\You don't get anything!\That's why me and Shihoru are like this! response:	Yeah, I don't get it.
context: Yume!\That's not it at all!\Haru-kun, you idiot!\Yume, wh-what is it?\What's wrong?\You don't get anything!\That's why me and Shihoru are like this!\Yeah, I don't get it. response:	I won't get it if you don't tell me.
context: That's not it at all!\Haru-kun, you idiot!\Yume, wh-what is it?\What's wrong?\You don't get anything!\That's why me and Shihoru are like this!\Yeah, I don't get it.\I won't get it if you don't tell me. response:	I'm bad at sharing how I feel.
context: Haru-kun, you idiot!\Yume, wh-what is it?\What's wrong?\You don't get anything!\That's why me and Shihoru are like this!\Yeah, I don't get it.\I won't get it if you don't tell me.\I'm bad at sharing how I feel. response:	And Shihoru can't even talk to you guys properly!
context: Yume, wh-what is it?\What's wrong?\You don't get anything!\That's why me and Shihoru are like this!\Yeah, I don't get it.\I won't get it if you don't tell me.\I'm bad at sharing how I feel.\And Shihoru can't even talk to you guys properly! response:	I! I'm too...!
context: What's wrong?\You don't get anything!\That's why me and Shihoru are like this!\Yeah, I don't get it.\I won't get it if you don't tell me.\I'm bad at sharing how I feel.\And Shihoru can't even talk to you guys properly!\I! I'm too...! response:	I'm too... not good with words either...
context: You don't get anything!\That's why me and Shihoru are like this!\Yeah, I don't get it.\I won't get it if you don't tell me.\I'm bad at sharing how I feel.\And Shihoru can't even talk to you guys properly!\I! I'm too...!\I'm too... not good with words either... response:	And that's the same for all of us.
context: That's why me and Shihoru are like this!\Yeah, I don't get it.\I won't get it if you don't tell me.\I'm bad at sharing how I feel.\And Shihoru can't even talk to you guys properly!\I! I'm too...!\I'm too... not good with words either...\And that's the same for all of us. response:	So it's everybody's fault!
context: Yeah, I don't get it.\I won't get it if you don't tell me.\I'm bad at sharing how I feel.\And Shihoru can't even talk to you guys properly!\I! I'm too...!\I'm too... not good with words either...\And that's the same for all of us.\So it's everybody's fault! response:	It's not just one person's fault.
context: I won't get it if you don't tell me.\I'm bad at sharing how I feel.\And Shihoru can't even talk to you guys properly!\I! I'm too...!\I'm too... not good with words either...\And that's the same for all of us.\So it's everybody's fault!\It's not just one person's fault. response:	It's everybody's.
context: I'm bad at sharing how I feel.\And Shihoru can't even talk to you guys properly!\I! I'm too...!\I'm too... not good with words either...\And that's the same for all of us.\So it's everybody's fault!\It's not just one person's fault.\It's everybody's. response:	It's not just your fault, right?
context: And Shihoru can't even talk to you guys properly!\I! I'm too...!\I'm too... not good with words either...\And that's the same for all of us.\So it's everybody's fault!\It's not just one person's fault.\It's everybody's.\It's not just your fault, right? response:	Because we're friends.
context: I! I'm too...!\I'm too... not good with words either...\And that's the same for all of us.\So it's everybody's fault!\It's not just one person's fault.\It's everybody's.\It's not just your fault, right?\Because we're friends. response:	The six of us were all friends.
context: I'm too... not good with words either...\And that's the same for all of us.\So it's everybody's fault!\It's not just one person's fault.\It's everybody's.\It's not just your fault, right?\Because we're friends.\The six of us were all friends. response:	Am I the only one who thought that?
context: And that's the same for all of us.\So it's everybody's fault!\It's not just one person's fault.\It's everybody's.\It's not just your fault, right?\Because we're friends.\The six of us were all friends.\Am I the only one who thought that? response:	Have I been wrong this whole time?
context: So it's everybody's fault!\It's not just one person's fault.\It's everybody's.\It's not just your fault, right?\Because we're friends.\The six of us were all friends.\Am I the only one who thought that?\Have I been wrong this whole time? response:	That's right.
context: It's not just one person's fault.\It's everybody's.\It's not just your fault, right?\Because we're friends.\The six of us were all friends.\Am I the only one who thought that?\Have I been wrong this whole time?\That's right. response:	Yume wasn't wrong.
context: It's everybody's.\It's not just your fault, right?\Because we're friends.\The six of us were all friends.\Am I the only one who thought that?\Have I been wrong this whole time?\That's right.\Yume wasn't wrong. response:	I was the one who was wrong.
context: It's not just your fault, right?\Because we're friends.\The six of us were all friends.\Am I the only one who thought that?\Have I been wrong this whole time?\That's right.\Yume wasn't wrong.\I was the one who was wrong. response:	It's true that Manato was our leader, but he didn't do everything by himself.
context: Because we're friends.\The six of us were all friends.\Am I the only one who thought that?\Have I been wrong this whole time?\That's right.\Yume wasn't wrong.\I was the one who was wrong.\It's true that Manato was our leader, but he didn't do everything by himself. response:	The six of us together did things that Manato couldn't have done by himself.
context: The six of us were all friends.\Am I the only one who thought that?\Have I been wrong this whole time?\That's right.\Yume wasn't wrong.\I was the one who was wrong.\It's true that Manato was our leader, but he didn't do everything by himself.\The six of us together did things that Manato couldn't have done by himself. response:	We were a party.
context: Am I the only one who thought that?\Have I been wrong this whole time?\That's right.\Yume wasn't wrong.\I was the one who was wrong.\It's true that Manato was our leader, but he didn't do everything by himself.\The six of us together did things that Manato couldn't have done by himself.\We were a party. response:	I was just thinking what a good party we've become.
context: Have I been wrong this whole time?\That's right.\Yume wasn't wrong.\I was the one who was wrong.\It's true that Manato was our leader, but he didn't do everything by himself.\The six of us together did things that Manato couldn't have done by himself.\We were a party.\I was just thinking what a good party we've become. response:	Sorry, Haruhiro...
context: That's right.\Yume wasn't wrong.\I was the one who was wrong.\It's true that Manato was our leader, but he didn't do everything by himself.\The six of us together did things that Manato couldn't have done by himself.\We were a party.\I was just thinking what a good party we've become.\Sorry, Haruhiro... response:	Entrust you...
context: Yume wasn't wrong.\I was the one who was wrong.\It's true that Manato was our leader, but he didn't do everything by himself.\The six of us together did things that Manato couldn't have done by himself.\We were a party.\I was just thinking what a good party we've become.\Sorry, Haruhiro...\Entrust you... response:	Manato...
context: I was the one who was wrong.\It's true that Manato was our leader, but he didn't do everything by himself.\The six of us together did things that Manato couldn't have done by himself.\We were a party.\I was just thinking what a good party we've become.\Sorry, Haruhiro...\Entrust you...\Manato... response:	Manato!
context: It's true that Manato was our leader, but he didn't do everything by himself.\The six of us together did things that Manato couldn't have done by himself.\We were a party.\I was just thinking what a good party we've become.\Sorry, Haruhiro...\Entrust you...\Manato...\Manato! response:	Haru-kun?
context: The six of us together did things that Manato couldn't have done by himself.\We were a party.\I was just thinking what a good party we've become.\Sorry, Haruhiro...\Entrust you...\Manato...\Manato!\Haru-kun? response:	Yume, I...
context: We were a party.\I was just thinking what a good party we've become.\Sorry, Haruhiro...\Entrust you...\Manato...\Manato!\Haru-kun?\Yume, I... response:	I'm...
context: I was just thinking what a good party we've become.\Sorry, Haruhiro...\Entrust you...\Manato...\Manato!\Haru-kun?\Yume, I...\I'm... response:	Haru-kun?
context: Sorry, Haruhiro...\Entrust you...\Manato...\Manato!\Haru-kun?\Yume, I...\I'm...\Haru-kun? response:	Manato...
context: Entrust you...\Manato...\Manato!\Haru-kun?\Yume, I...\I'm...\Haru-kun?\Manato... response:	Haru-kun.
context: Manato...\Manato!\Haru-kun?\Yume, I...\I'm...\Haru-kun?\Manato...\Haru-kun. response:	Manato's
context: Manato!\Haru-kun?\Yume, I...\I'm...\Haru-kun?\Manato...\Haru-kun.\Manato's response:	Haru-kun...
context: Haru-kun?\Yume, I...\I'm...\Haru-kun?\Manato...\Haru-kun.\Manato's\Haru-kun... response:	Haru-kun...
context: Yume, I...\I'm...\Haru-kun?\Manato...\Haru-kun.\Manato's\Haru-kun...\Haru-kun... response:	I'm sorry, Yume.
context: I'm...\Haru-kun?\Manato...\Haru-kun.\Manato's\Haru-kun...\Haru-kun...\I'm sorry, Yume. response:	Ranta, Moguzo, and I just shut you two out.
context: Haru-kun?\Manato...\Haru-kun.\Manato's\Haru-kun...\Haru-kun...\I'm sorry, Yume.\Ranta, Moguzo, and I just shut you two out. response:	You and Shihoru must have been lonely.
context: Manato...\Haru-kun.\Manato's\Haru-kun...\Haru-kun...\I'm sorry, Yume.\Ranta, Moguzo, and I just shut you two out.\You and Shihoru must have been lonely. response:	Yeah.
context: Haru-kun.\Manato's\Haru-kun...\Haru-kun...\I'm sorry, Yume.\Ranta, Moguzo, and I just shut you two out.\You and Shihoru must have been lonely.\Yeah. response:	I was sad, and Shihoru probably was, too.
context: Manato's\Haru-kun...\Haru-kun...\I'm sorry, Yume.\Ranta, Moguzo, and I just shut you two out.\You and Shihoru must have been lonely.\Yeah.\I was sad, and Shihoru probably was, too. response:	But I feel warm now.
context: Haru-kun...\Haru-kun...\I'm sorry, Yume.\Ranta, Moguzo, and I just shut you two out.\You and Shihoru must have been lonely.\Yeah.\I was sad, and Shihoru probably was, too.\But I feel warm now. response:	Haru-kun?
context: Haru-kun...\I'm sorry, Yume.\Ranta, Moguzo, and I just shut you two out.\You and Shihoru must have been lonely.\Yeah.\I was sad, and Shihoru probably was, too.\But I feel warm now.\Haru-kun? response:	Hm?
context: I'm sorry, Yume.\Ranta, Moguzo, and I just shut you two out.\You and Shihoru must have been lonely.\Yeah.\I was sad, and Shihoru probably was, too.\But I feel warm now.\Haru-kun?\Hm? response:	I just discovered that it's super calming when you hold me tight like this.
context: Ranta, Moguzo, and I just shut you two out.\You and Shihoru must have been lonely.\Yeah.\I was sad, and Shihoru probably was, too.\But I feel warm now.\Haru-kun?\Hm?\I just discovered that it's super calming when you hold me tight like this. response:	I'll try my best to get along with Merry-chan.
context: You and Shihoru must have been lonely.\Yeah.\I was sad, and Shihoru probably was, too.\But I feel warm now.\Haru-kun?\Hm?\I just discovered that it's super calming when you hold me tight like this.\I'll try my best to get along with Merry-chan. response:	I know you can.
context: Yeah.\I was sad, and Shihoru probably was, too.\But I feel warm now.\Haru-kun?\Hm?\I just discovered that it's super calming when you hold me tight like this.\I'll try my best to get along with Merry-chan.\I know you can. response:	I'll try, too.
context: I was sad, and Shihoru probably was, too.\But I feel warm now.\Haru-kun?\Hm?\I just discovered that it's super calming when you hold me tight like this.\I'll try my best to get along with Merry-chan.\I know you can.\I'll try, too. response:	Oh, Shihoru.
context: But I feel warm now.\Haru-kun?\Hm?\I just discovered that it's super calming when you hold me tight like this.\I'll try my best to get along with Merry-chan.\I know you can.\I'll try, too.\Oh, Shihoru. response:	Haru-kun?
context: Haru-kun?\Hm?\I just discovered that it's super calming when you hold me tight like this.\I'll try my best to get along with Merry-chan.\I know you can.\I'll try, too.\Oh, Shihoru.\Haru-kun? response:	Our current situation could be easily misinterpreted.
context: Hm?\I just discovered that it's super calming when you hold me tight like this.\I'll try my best to get along with Merry-chan.\I know you can.\I'll try, too.\Oh, Shihoru.\Haru-kun?\Our current situation could be easily misinterpreted. response:	I'm... I-I-I'm... I'm sorry!
context: I just discovered that it's super calming when you hold me tight like this.\I'll try my best to get along with Merry-chan.\I know you can.\I'll try, too.\Oh, Shihoru.\Haru-kun?\Our current situation could be easily misinterpreted.\I'm... I-I-I'm... I'm sorry! response:	No, it would be impossible not to get the wrong idea here.
context: I'll try my best to get along with Merry-chan.\I know you can.\I'll try, too.\Oh, Shihoru.\Haru-kun?\Our current situation could be easily misinterpreted.\I'm... I-I-I'm... I'm sorry!\No, it would be impossible not to get the wrong idea here. response:	I didn't see anything until now!
context: I know you can.\I'll try, too.\Oh, Shihoru.\Haru-kun?\Our current situation could be easily misinterpreted.\I'm... I-I-I'm... I'm sorry!\No, it would be impossible not to get the wrong idea here.\I didn't see anything until now! response:	I-I'm really sorry!
context: I'll try, too.\Oh, Shihoru.\Haru-kun?\Our current situation could be easily misinterpreted.\I'm... I-I-I'm... I'm sorry!\No, it would be impossible not to get the wrong idea here.\I didn't see anything until now!\I-I'm really sorry! response:	No, wait. It's not what it looks like!
context: Oh, Shihoru.\Haru-kun?\Our current situation could be easily misinterpreted.\I'm... I-I-I'm... I'm sorry!\No, it would be impossible not to get the wrong idea here.\I didn't see anything until now!\I-I'm really sorry!\No, wait. It's not what it looks like! response:	Sorry to bother you!
context: Haru-kun?\Our current situation could be easily misinterpreted.\I'm... I-I-I'm... I'm sorry!\No, it would be impossible not to get the wrong idea here.\I didn't see anything until now!\I-I'm really sorry!\No, wait. It's not what it looks like!\Sorry to bother you! response:	No way, wa wa
context: Our current situation could be easily misinterpreted.\I'm... I-I-I'm... I'm sorry!\No, it would be impossible not to get the wrong idea here.\I didn't see anything until now!\I-I'm really sorry!\No, wait. It's not what it looks like!\Sorry to bother you!\No way, wa wa response:	Wait...
context: I'm... I-I-I'm... I'm sorry!\No, it would be impossible not to get the wrong idea here.\I didn't see anything until now!\I-I'm really sorry!\No, wait. It's not what it looks like!\Sorry to bother you!\No way, wa wa\Wait... response:	Huh?
context: No, it would be impossible not to get the wrong idea here.\I didn't see anything until now!\I-I'm really sorry!\No, wait. It's not what it looks like!\Sorry to bother you!\No way, wa wa\Wait...\Huh? response:	W-What?
context: I didn't see anything until now!\I-I'm really sorry!\No, wait. It's not what it looks like!\Sorry to bother you!\No way, wa wa\Wait...\Huh?\W-What? response:	I see...
context: I-I'm really sorry!\No, wait. It's not what it looks like!\Sorry to bother you!\No way, wa wa\Wait...\Huh?\W-What?\I see... response:	Don't give me that!
context: No, wait. It's not what it looks like!\Sorry to bother you!\No way, wa wa\Wait...\Huh?\W-What?\I see...\Don't give me that! response:	When I try touching
context: Sorry to bother you!\No way, wa wa\Wait...\Huh?\W-What?\I see...\Don't give me that!\When I try touching response:	the dry air after a rain,
context: No way, wa wa\Wait...\Huh?\W-What?\I see...\Don't give me that!\When I try touching\the dry air after a rain, response:	like a sprouting flower,
context: Wait...\Huh?\W-What?\I see...\Don't give me that!\When I try touching\the dry air after a rain,\like a sprouting flower, response:	fragments of memories overflow.
context: Huh?\W-What?\I see...\Don't give me that!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow. response:	The warmth you gave this hand
context: W-What?\I see...\Don't give me that!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand response:	led me to a future I can treasure
context: I see...\Don't give me that!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure response:	always.
context: Don't give me that!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always. response:	I chased your voice.
context: When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice. response:	I wonder when you became so strong.
context: the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong. response:	I will probably find what I searched the vast world for
context: like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for response:	at the end of this journey.
context: fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey. response:	Grimgar of Fantasy and Ash
context: The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash response:	Crying Doesn't Mean You're Weak. Enduring Doesn't Mean You're Strong.
context: led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Crying Doesn't Mean You're Weak. Enduring Doesn't Mean You're Strong. response:	Grimgar of Fantasy and Ash
context: always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Crying Doesn't Mean You're Weak. Enduring Doesn't Mean You're Strong.\Grimgar of Fantasy and Ash response:	Her Circumstances
context: I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Crying Doesn't Mean You're Weak. Enduring Doesn't Mean You're Strong.\Grimgar of Fantasy and Ash\Her Circumstances response:	Also check out!
