context: Reflection Room 1 response:	They finally let us go...
context: What on earth is this...\Hinata!\Are you okay? Hinata!\Running straight to me first...\Are you...\Now's not the time for jokes!\How did you get out of there?\I broke the door. response:	I thought I'd made it tough enough.
context: Hinata!\Are you okay? Hinata!\Running straight to me first...\Are you...\Now's not the time for jokes!\How did you get out of there?\I broke the door.\I thought I'd made it tough enough. response:	I order you as the acting student council president to go back.
context: Are you okay? Hinata!\Running straight to me first...\Are you...\Now's not the time for jokes!\How did you get out of there?\I broke the door.\I thought I'd made it tough enough.\I order you as the acting student council president to go back. response:	Tachibana, you see this?
context: Running straight to me first...\Are you...\Now's not the time for jokes!\How did you get out of there?\I broke the door.\I thought I'd made it tough enough.\I order you as the acting student council president to go back.\Tachibana, you see this? response:	You know that this is just not right, yeah?
context: Are you...\Now's not the time for jokes!\How did you get out of there?\I broke the door.\I thought I'd made it tough enough.\I order you as the acting student council president to go back.\Tachibana, you see this?\You know that this is just not right, yeah? response:	Hand sonic.
context: Now's not the time for jokes!\How did you get out of there?\I broke the door.\I thought I'd made it tough enough.\I order you as the acting student council president to go back.\Tachibana, you see this?\You know that this is just not right, yeah?\Hand sonic. response:	Are you rebelling against God?
context: How did you get out of there?\I broke the door.\I thought I'd made it tough enough.\I order you as the acting student council president to go back.\Tachibana, you see this?\You know that this is just not right, yeah?\Hand sonic.\Are you rebelling against God? response:	For I am God.
context: I broke the door.\I thought I'd made it tough enough.\I order you as the acting student council president to go back.\Tachibana, you see this?\You know that this is just not right, yeah?\Hand sonic.\Are you rebelling against God?\For I am God. response:	Has he lost it?
context: I thought I'd made it tough enough.\I order you as the acting student council president to go back.\Tachibana, you see this?\You know that this is just not right, yeah?\Hand sonic.\Are you rebelling against God?\For I am God.\Has he lost it? response:	Doing all this...
context: I order you as the acting student council president to go back.\Tachibana, you see this?\You know that this is just not right, yeah?\Hand sonic.\Are you rebelling against God?\For I am God.\Has he lost it?\Doing all this... response:	You fools.
context: Tachibana, you see this?\You know that this is just not right, yeah?\Hand sonic.\Are you rebelling against God?\For I am God.\Has he lost it?\Doing all this...\You fools. response:	Did none of you realize that this is a world that chooses its God?
context: You know that this is just not right, yeah?\Hand sonic.\Are you rebelling against God?\For I am God.\Has he lost it?\Doing all this...\You fools.\Did none of you realize that this is a world that chooses its God? response:	I remember when I was alive.
context: Hand sonic.\Are you rebelling against God?\For I am God.\Has he lost it?\Doing all this...\You fools.\Did none of you realize that this is a world that chooses its God?\I remember when I was alive. response:	Everyone here had a cruel life.
context: Are you rebelling against God?\For I am God.\Has he lost it?\Doing all this...\You fools.\Did none of you realize that this is a world that chooses its God?\I remember when I was alive.\Everyone here had a cruel life. response:	Why?
context: For I am God.\Has he lost it?\Doing all this...\You fools.\Did none of you realize that this is a world that chooses its God?\I remember when I was alive.\Everyone here had a cruel life.\Why? response:	Because that is what gives you the right to be God.
context: Has he lost it?\Doing all this...\You fools.\Did none of you realize that this is a world that chooses its God?\I remember when I was alive.\Everyone here had a cruel life.\Why?\Because that is what gives you the right to be God. response:	As one who lived through such a terrible life, I also earned the right to become God.
context: Doing all this...\You fools.\Did none of you realize that this is a world that chooses its God?\I remember when I was alive.\Everyone here had a cruel life.\Why?\Because that is what gives you the right to be God.\As one who lived through such a terrible life, I also earned the right to become God. response:	And now I have reached that point.
context: You fools.\Did none of you realize that this is a world that chooses its God?\I remember when I was alive.\Everyone here had a cruel life.\Why?\Because that is what gives you the right to be God.\As one who lived through such a terrible life, I also earned the right to become God.\And now I have reached that point. response:	And what will you do after becoming God?
context: Did none of you realize that this is a world that chooses its God?\I remember when I was alive.\Everyone here had a cruel life.\Why?\Because that is what gives you the right to be God.\As one who lived through such a terrible life, I also earned the right to become God.\And now I have reached that point.\And what will you do after becoming God? response:	Bestow eternal rest.
context: I remember when I was alive.\Everyone here had a cruel life.\Why?\Because that is what gives you the right to be God.\As one who lived through such a terrible life, I also earned the right to become God.\And now I have reached that point.\And what will you do after becoming God?\Bestow eternal rest. response:	On us?
context: Everyone here had a cruel life.\Why?\Because that is what gives you the right to be God.\As one who lived through such a terrible life, I also earned the right to become God.\And now I have reached that point.\And what will you do after becoming God?\Bestow eternal rest.\On us? response:	By massacring us?!
context: Why?\Because that is what gives you the right to be God.\As one who lived through such a terrible life, I also earned the right to become God.\And now I have reached that point.\And what will you do after becoming God?\Bestow eternal rest.\On us?\By massacring us?! response:	Only because you resisted.
context: Because that is what gives you the right to be God.\As one who lived through such a terrible life, I also earned the right to become God.\And now I have reached that point.\And what will you do after becoming God?\Bestow eternal rest.\On us?\By massacring us?!\Only because you resisted. response:	You all had the right to become God, but you bound yourselves to your lives and kept struggling.
context: As one who lived through such a terrible life, I also earned the right to become God.\And now I have reached that point.\And what will you do after becoming God?\Bestow eternal rest.\On us?\By massacring us?!\Only because you resisted.\You all had the right to become God, but you bound yourselves to your lives and kept struggling. response:	God has been decided.
context: And now I have reached that point.\And what will you do after becoming God?\Bestow eternal rest.\On us?\By massacring us?!\Only because you resisted.\You all had the right to become God, but you bound yourselves to your lives and kept struggling.\God has been decided. response:	And so I will bestow rest upon you.
context: And what will you do after becoming God?\Bestow eternal rest.\On us?\By massacring us?!\Only because you resisted.\You all had the right to become God, but you bound yourselves to your lives and kept struggling.\God has been decided.\And so I will bestow rest upon you. response:	Yuri!
context: Bestow eternal rest.\On us?\By massacring us?!\Only because you resisted.\You all had the right to become God, but you bound yourselves to your lives and kept struggling.\God has been decided.\And so I will bestow rest upon you.\Yuri! response:	What the hell do you intend to do now?!
context: On us?\By massacring us?!\Only because you resisted.\You all had the right to become God, but you bound yourselves to your lives and kept struggling.\God has been decided.\And so I will bestow rest upon you.\Yuri!\What the hell do you intend to do now?! response:	What do you want?
context: By massacring us?!\Only because you resisted.\You all had the right to become God, but you bound yourselves to your lives and kept struggling.\God has been decided.\And so I will bestow rest upon you.\Yuri!\What the hell do you intend to do now?!\What do you want? response:	You're going to rest in peace now.
context: Only because you resisted.\You all had the right to become God, but you bound yourselves to your lives and kept struggling.\God has been decided.\And so I will bestow rest upon you.\Yuri!\What the hell do you intend to do now?!\What do you want?\You're going to rest in peace now. response:	You remember Iwasawa's guitar?
context: You all had the right to become God, but you bound yourselves to your lives and kept struggling.\God has been decided.\And so I will bestow rest upon you.\Yuri!\What the hell do you intend to do now?!\What do you want?\You're going to rest in peace now.\You remember Iwasawa's guitar? response:	In her past life, she was robbed of her voice and her dream to sing.
context: God has been decided.\And so I will bestow rest upon you.\Yuri!\What the hell do you intend to do now?!\What do you want?\You're going to rest in peace now.\You remember Iwasawa's guitar?\In her past life, she was robbed of her voice and her dream to sing. response:	She died miserably, with a terrible family.
context: And so I will bestow rest upon you.\Yuri!\What the hell do you intend to do now?!\What do you want?\You're going to rest in peace now.\You remember Iwasawa's guitar?\In her past life, she was robbed of her voice and her dream to sing.\She died miserably, with a terrible family. response:	But her dream was granted in this world.
context: Yuri!\What the hell do you intend to do now?!\What do you want?\You're going to rest in peace now.\You remember Iwasawa's guitar?\In her past life, she was robbed of her voice and her dream to sing.\She died miserably, with a terrible family.\But her dream was granted in this world. response:	And so she disappeared.
context: What the hell do you intend to do now?!\What do you want?\You're going to rest in peace now.\You remember Iwasawa's guitar?\In her past life, she was robbed of her voice and her dream to sing.\She died miserably, with a terrible family.\But her dream was granted in this world.\And so she disappeared. response:	She was able to rest in peace.
context: What do you want?\You're going to rest in peace now.\You remember Iwasawa's guitar?\In her past life, she was robbed of her voice and her dream to sing.\She died miserably, with a terrible family.\But her dream was granted in this world.\And so she disappeared.\She was able to rest in peace. response:	And now you're going to follow her.
context: You're going to rest in peace now.\You remember Iwasawa's guitar?\In her past life, she was robbed of her voice and her dream to sing.\She died miserably, with a terrible family.\But her dream was granted in this world.\And so she disappeared.\She was able to rest in peace.\And now you're going to follow her. response:	It'll be a nice dream.
context: You remember Iwasawa's guitar?\In her past life, she was robbed of her voice and her dream to sing.\She died miserably, with a terrible family.\But her dream was granted in this world.\And so she disappeared.\She was able to rest in peace.\And now you're going to follow her.\It'll be a nice dream. response:	You don't know my past!
context: In her past life, she was robbed of her voice and her dream to sing.\She died miserably, with a terrible family.\But her dream was granted in this world.\And so she disappeared.\She was able to rest in peace.\And now you're going to follow her.\It'll be a nice dream.\You don't know my past! response:	I don't need to know.
context: She died miserably, with a terrible family.\But her dream was granted in this world.\And so she disappeared.\She was able to rest in peace.\And now you're going to follow her.\It'll be a nice dream.\You don't know my past!\I don't need to know. response:	I didn't spend all that time preparing just to remove Angel from power.
context: But her dream was granted in this world.\And so she disappeared.\She was able to rest in peace.\And now you're going to follow her.\It'll be a nice dream.\You don't know my past!\I don't need to know.\I didn't spend all that time preparing just to remove Angel from power. response:	Hypnotism.
context: And so she disappeared.\She was able to rest in peace.\And now you're going to follow her.\It'll be a nice dream.\You don't know my past!\I don't need to know.\I didn't spend all that time preparing just to remove Angel from power.\Hypnotism. response:	Now, close your eyes.
context: She was able to rest in peace.\And now you're going to follow her.\It'll be a nice dream.\You don't know my past!\I don't need to know.\I didn't spend all that time preparing just to remove Angel from power.\Hypnotism.\Now, close your eyes. response:	You're going to enter a blissful dream now.
context: And now you're going to follow her.\It'll be a nice dream.\You don't know my past!\I don't need to know.\I didn't spend all that time preparing just to remove Angel from power.\Hypnotism.\Now, close your eyes.\You're going to enter a blissful dream now. response:	Even in this world, you can dream of a happy place.
context: It'll be a nice dream.\You don't know my past!\I don't need to know.\I didn't spend all that time preparing just to remove Angel from power.\Hypnotism.\Now, close your eyes.\You're going to enter a blissful dream now.\Even in this world, you can dream of a happy place. response:	No way...
context: You don't know my past!\I don't need to know.\I didn't spend all that time preparing just to remove Angel from power.\Hypnotism.\Now, close your eyes.\You're going to enter a blissful dream now.\Even in this world, you can dream of a happy place.\No way... response:	No way...
context: I don't need to know.\I didn't spend all that time preparing just to remove Angel from power.\Hypnotism.\Now, close your eyes.\You're going to enter a blissful dream now.\Even in this world, you can dream of a happy place.\No way...\No way... response:	No way!
context: I didn't spend all that time preparing just to remove Angel from power.\Hypnotism.\Now, close your eyes.\You're going to enter a blissful dream now.\Even in this world, you can dream of a happy place.\No way...\No way...\No way! response:	That's...
context: Hypnotism.\Now, close your eyes.\You're going to enter a blissful dream now.\Even in this world, you can dream of a happy place.\No way...\No way...\No way!\That's... response:	Those kids...
context: Now, close your eyes.\You're going to enter a blissful dream now.\Even in this world, you can dream of a happy place.\No way...\No way...\No way!\That's...\Those kids... response:	No, this is wrong...
context: You're going to enter a blissful dream now.\Even in this world, you can dream of a happy place.\No way...\No way...\No way!\That's...\Those kids...\No, this is wrong... response:	Don't make such happy faces!
context: Even in this world, you can dream of a happy place.\No way...\No way...\No way!\That's...\Those kids...\No, this is wrong...\Don't make such happy faces! response:	I couldn't protect you!
context: No way...\No way...\No way!\That's...\Those kids...\No, this is wrong...\Don't make such happy faces!\I couldn't protect you! response:	I let you die one by one!
context: No way...\No way!\That's...\Those kids...\No, this is wrong...\Don't make such happy faces!\I couldn't protect you!\I let you die one by one! response:	One by one...
context: No way!\That's...\Those kids...\No, this is wrong...\Don't make such happy faces!\I couldn't protect you!\I let you die one by one!\One by one... response:	until none of you were left!
context: That's...\Those kids...\No, this is wrong...\Don't make such happy faces!\I couldn't protect you!\I let you die one by one!\One by one...\until none of you were left! response:	You know,
context: Those kids...\No, this is wrong...\Don't make such happy faces!\I couldn't protect you!\I let you die one by one!\One by one...\until none of you were left!\You know, response:	I'm happy you're my sister!
context: No, this is wrong...\Don't make such happy faces!\I couldn't protect you!\I let you die one by one!\One by one...\until none of you were left!\You know,\I'm happy you're my sister! response:	No...
context: Don't make such happy faces!\I couldn't protect you!\I let you die one by one!\One by one...\until none of you were left!\You know,\I'm happy you're my sister!\No... response:	No!!
context: I couldn't protect you!\I let you die one by one!\One by one...\until none of you were left!\You know,\I'm happy you're my sister!\No...\No!! response:	Stop that!
context: I let you die one by one!\One by one...\until none of you were left!\You know,\I'm happy you're my sister!\No...\No!!\Stop that! response:	Don't get rid of her with some fake memory!
context: One by one...\until none of you were left!\You know,\I'm happy you're my sister!\No...\No!!\Stop that!\Don't get rid of her with some fake memory! response:	Our lives were real!
context: until none of you were left!\You know,\I'm happy you're my sister!\No...\No!!\Stop that!\Don't get rid of her with some fake memory!\Our lives were real! response:	Not a single moment of them were fake!
context: You know,\I'm happy you're my sister!\No...\No!!\Stop that!\Don't get rid of her with some fake memory!\Our lives were real!\Not a single moment of them were fake! response:	Everyone lived the best they could!
context: I'm happy you're my sister!\No...\No!!\Stop that!\Don't get rid of her with some fake memory!\Our lives were real!\Not a single moment of them were fake!\Everyone lived the best they could! response:	We carved those memories into ourselves!
context: No...\No!!\Stop that!\Don't get rid of her with some fake memory!\Our lives were real!\Not a single moment of them were fake!\Everyone lived the best they could!\We carved those memories into ourselves! response:	Memories of living as hard as we could!
context: No!!\Stop that!\Don't get rid of her with some fake memory!\Our lives were real!\Not a single moment of them were fake!\Everyone lived the best they could!\We carved those memories into ourselves!\Memories of living as hard as we could! response:	No matter what kind they were, they're the life we led!
context: Stop that!\Don't get rid of her with some fake memory!\Our lives were real!\Not a single moment of them were fake!\Everyone lived the best they could!\We carved those memories into ourselves!\Memories of living as hard as we could!\No matter what kind they were, they're the life we led! response:	Erasing them in the blink of an eye like that...
context: Don't get rid of her with some fake memory!\Our lives were real!\Not a single moment of them were fake!\Everyone lived the best they could!\We carved those memories into ourselves!\Memories of living as hard as we could!\No matter what kind they were, they're the life we led!\Erasing them in the blink of an eye like that... response:	Wasn't your life also real to you?!
context: Our lives were real!\Not a single moment of them were fake!\Everyone lived the best they could!\We carved those memories into ourselves!\Memories of living as hard as we could!\No matter what kind they were, they're the life we led!\Erasing them in the blink of an eye like that...\Wasn't your life also real to you?! response:	My brother died.
context: Not a single moment of them were fake!\Everyone lived the best they could!\We carved those memories into ourselves!\Memories of living as hard as we could!\No matter what kind they were, they're the life we led!\Erasing them in the blink of an eye like that...\Wasn't your life also real to you?!\My brother died. response:	We were born to a famous potter,
context: Everyone lived the best they could!\We carved those memories into ourselves!\Memories of living as hard as we could!\No matter what kind they were, they're the life we led!\Erasing them in the blink of an eye like that...\Wasn't your life also real to you?!\My brother died.\We were born to a famous potter, response:	my older twin brother and I.
context: We carved those memories into ourselves!\Memories of living as hard as we could!\No matter what kind they were, they're the life we led!\Erasing them in the blink of an eye like that...\Wasn't your life also real to you?!\My brother died.\We were born to a famous potter,\my older twin brother and I. response:	Sign: Naoi
context: Memories of living as hard as we could!\No matter what kind they were, they're the life we led!\Erasing them in the blink of an eye like that...\Wasn't your life also real to you?!\My brother died.\We were born to a famous potter,\my older twin brother and I.\Sign: Naoi response:	My brother showed talent from a young age.
context: No matter what kind they were, they're the life we led!\Erasing them in the blink of an eye like that...\Wasn't your life also real to you?!\My brother died.\We were born to a famous potter,\my older twin brother and I.\Sign: Naoi\My brother showed talent from a young age. response:	They proclaimed him the heir to the name.
context: Erasing them in the blink of an eye like that...\Wasn't your life also real to you?!\My brother died.\We were born to a famous potter,\my older twin brother and I.\Sign: Naoi\My brother showed talent from a young age.\They proclaimed him the heir to the name. response:	I on the other hand, stayed in my room every day, playing alone,
context: Wasn't your life also real to you?!\My brother died.\We were born to a famous potter,\my older twin brother and I.\Sign: Naoi\My brother showed talent from a young age.\They proclaimed him the heir to the name.\I on the other hand, stayed in my room every day, playing alone, response:	living a meaningless life, getting no attention from anyone.
context: My brother died.\We were born to a famous potter,\my older twin brother and I.\Sign: Naoi\My brother showed talent from a young age.\They proclaimed him the heir to the name.\I on the other hand, stayed in my room every day, playing alone,\living a meaningless life, getting no attention from anyone. response:	The one who died was you.
context: We were born to a famous potter,\my older twin brother and I.\Sign: Naoi\My brother showed talent from a young age.\They proclaimed him the heir to the name.\I on the other hand, stayed in my room every day, playing alone,\living a meaningless life, getting no attention from anyone.\The one who died was you. response:	That's what they told me.
context: my older twin brother and I.\Sign: Naoi\My brother showed talent from a young age.\They proclaimed him the heir to the name.\I on the other hand, stayed in my room every day, playing alone,\living a meaningless life, getting no attention from anyone.\The one who died was you.\That's what they told me. response:	Yes.
context: Sign: Naoi\My brother showed talent from a young age.\They proclaimed him the heir to the name.\I on the other hand, stayed in my room every day, playing alone,\living a meaningless life, getting no attention from anyone.\The one who died was you.\That's what they told me.\Yes. response:	I am alive and I am my brother.
context: My brother showed talent from a young age.\They proclaimed him the heir to the name.\I on the other hand, stayed in my room every day, playing alone,\living a meaningless life, getting no attention from anyone.\The one who died was you.\That's what they told me.\Yes.\I am alive and I am my brother. response:	I traded places with my brother.
context: They proclaimed him the heir to the name.\I on the other hand, stayed in my room every day, playing alone,\living a meaningless life, getting no attention from anyone.\The one who died was you.\That's what they told me.\Yes.\I am alive and I am my brother.\I traded places with my brother. response:	I was the one who died.
context: I on the other hand, stayed in my room every day, playing alone,\living a meaningless life, getting no attention from anyone.\The one who died was you.\That's what they told me.\Yes.\I am alive and I am my brother.\I traded places with my brother.\I was the one who died. response:	And then a meaningful life began.
context: living a meaningless life, getting no attention from anyone.\The one who died was you.\That's what they told me.\Yes.\I am alive and I am my brother.\I traded places with my brother.\I was the one who died.\And then a meaningful life began. response:	Removed from the world to recover from the injury, my rehabilitation was strict training.
context: The one who died was you.\That's what they told me.\Yes.\I am alive and I am my brother.\I traded places with my brother.\I was the one who died.\And then a meaningful life began.\Removed from the world to recover from the injury, my rehabilitation was strict training. response:	This is shameful!
context: That's what they told me.\Yes.\I am alive and I am my brother.\I traded places with my brother.\I was the one who died.\And then a meaningful life began.\Removed from the world to recover from the injury, my rehabilitation was strict training.\This is shameful! response:	Days of father yelling angrily at me.
context: Yes.\I am alive and I am my brother.\I traded places with my brother.\I was the one who died.\And then a meaningful life began.\Removed from the world to recover from the injury, my rehabilitation was strict training.\This is shameful!\Days of father yelling angrily at me. response:	Making garbage like this!
context: I am alive and I am my brother.\I traded places with my brother.\I was the one who died.\And then a meaningful life began.\Removed from the world to recover from the injury, my rehabilitation was strict training.\This is shameful!\Days of father yelling angrily at me.\Making garbage like this! response:	My training grew more and more severe.
context: I traded places with my brother.\I was the one who died.\And then a meaningful life began.\Removed from the world to recover from the injury, my rehabilitation was strict training.\This is shameful!\Days of father yelling angrily at me.\Making garbage like this!\My training grew more and more severe. response:	My brother was just too far from my reach.
context: I was the one who died.\And then a meaningful life began.\Removed from the world to recover from the injury, my rehabilitation was strict training.\This is shameful!\Days of father yelling angrily at me.\Making garbage like this!\My training grew more and more severe.\My brother was just too far from my reach. response:	But I persevered to turn my life into something meaningful.
context: And then a meaningful life began.\Removed from the world to recover from the injury, my rehabilitation was strict training.\This is shameful!\Days of father yelling angrily at me.\Making garbage like this!\My training grew more and more severe.\My brother was just too far from my reach.\But I persevered to turn my life into something meaningful. response:	I didn't want to go back to a life of playing alone.
context: Removed from the world to recover from the injury, my rehabilitation was strict training.\This is shameful!\Days of father yelling angrily at me.\Making garbage like this!\My training grew more and more severe.\My brother was just too far from my reach.\But I persevered to turn my life into something meaningful.\I didn't want to go back to a life of playing alone. response:	I won an award at an exhibition.
context: This is shameful!\Days of father yelling angrily at me.\Making garbage like this!\My training grew more and more severe.\My brother was just too far from my reach.\But I persevered to turn my life into something meaningful.\I didn't want to go back to a life of playing alone.\I won an award at an exhibition. response:	It was nothing compared to what my brother could have done,
context: Days of father yelling angrily at me.\Making garbage like this!\My training grew more and more severe.\My brother was just too far from my reach.\But I persevered to turn my life into something meaningful.\I didn't want to go back to a life of playing alone.\I won an award at an exhibition.\It was nothing compared to what my brother could have done, response:	but it was the best result I could have produced in my position.
context: Making garbage like this!\My training grew more and more severe.\My brother was just too far from my reach.\But I persevered to turn my life into something meaningful.\I didn't want to go back to a life of playing alone.\I won an award at an exhibition.\It was nothing compared to what my brother could have done,\but it was the best result I could have produced in my position. response:	What?
context: My training grew more and more severe.\My brother was just too far from my reach.\But I persevered to turn my life into something meaningful.\I didn't want to go back to a life of playing alone.\I won an award at an exhibition.\It was nothing compared to what my brother could have done,\but it was the best result I could have produced in my position.\What? response:	Are you crying?
context: My brother was just too far from my reach.\But I persevered to turn my life into something meaningful.\I didn't want to go back to a life of playing alone.\I won an award at an exhibition.\It was nothing compared to what my brother could have done,\but it was the best result I could have produced in my position.\What?\Are you crying? response:	Absurd.
context: But I persevered to turn my life into something meaningful.\I didn't want to go back to a life of playing alone.\I won an award at an exhibition.\It was nothing compared to what my brother could have done,\but it was the best result I could have produced in my position.\What?\Are you crying?\Absurd. response:	Yes.
context: I didn't want to go back to a life of playing alone.\I won an award at an exhibition.\It was nothing compared to what my brother could have done,\but it was the best result I could have produced in my position.\What?\Are you crying?\Absurd.\Yes. response:	It is absurd.
context: I won an award at an exhibition.\It was nothing compared to what my brother could have done,\but it was the best result I could have produced in my position.\What?\Are you crying?\Absurd.\Yes.\It is absurd. response:	Don't bring me shame!
context: It was nothing compared to what my brother could have done,\but it was the best result I could have produced in my position.\What?\Are you crying?\Absurd.\Yes.\It is absurd.\Don't bring me shame! response:	Honestly. What are these results?
context: but it was the best result I could have produced in my position.\What?\Are you crying?\Absurd.\Yes.\It is absurd.\Don't bring me shame!\Honestly. What are these results? response:	I was glad.
context: What?\Are you crying?\Absurd.\Yes.\It is absurd.\Don't bring me shame!\Honestly. What are these results?\I was glad. response:	I thought I would stay with my father and continue my training,
context: Are you crying?\Absurd.\Yes.\It is absurd.\Don't bring me shame!\Honestly. What are these results?\I was glad.\I thought I would stay with my father and continue my training, response:	and then become the best potter in Japan!
context: Absurd.\Yes.\It is absurd.\Don't bring me shame!\Honestly. What are these results?\I was glad.\I thought I would stay with my father and continue my training,\and then become the best potter in Japan! response:	My father became bedridden.
context: Yes.\It is absurd.\Don't bring me shame!\Honestly. What are these results?\I was glad.\I thought I would stay with my father and continue my training,\and then become the best potter in Japan!\My father became bedridden. response:	They said there was no hope for recovery.
context: It is absurd.\Don't bring me shame!\Honestly. What are these results?\I was glad.\I thought I would stay with my father and continue my training,\and then become the best potter in Japan!\My father became bedridden.\They said there was no hope for recovery. response:	He couldn't spin the wheel anymore.
context: Don't bring me shame!\Honestly. What are these results?\I was glad.\I thought I would stay with my father and continue my training,\and then become the best potter in Japan!\My father became bedridden.\They said there was no hope for recovery.\He couldn't spin the wheel anymore. response:	He couldn't teach me pottery, and he couldn't scold me anymore.
context: Honestly. What are these results?\I was glad.\I thought I would stay with my father and continue my training,\and then become the best potter in Japan!\My father became bedridden.\They said there was no hope for recovery.\He couldn't spin the wheel anymore.\He couldn't teach me pottery, and he couldn't scold me anymore. response:	When I fed him, he would smile kindly.
context: I was glad.\I thought I would stay with my father and continue my training,\and then become the best potter in Japan!\My father became bedridden.\They said there was no hope for recovery.\He couldn't spin the wheel anymore.\He couldn't teach me pottery, and he couldn't scold me anymore.\When I fed him, he would smile kindly. response:	All meaning to my life...
context: I thought I would stay with my father and continue my training,\and then become the best potter in Japan!\My father became bedridden.\They said there was no hope for recovery.\He couldn't spin the wheel anymore.\He couldn't teach me pottery, and he couldn't scold me anymore.\When I fed him, he would smile kindly.\All meaning to my life... response:	I lost it all since I couldn't maintain the workshop, and I couldn't be independent.
context: and then become the best potter in Japan!\My father became bedridden.\They said there was no hope for recovery.\He couldn't spin the wheel anymore.\He couldn't teach me pottery, and he couldn't scold me anymore.\When I fed him, he would smile kindly.\All meaning to my life...\I lost it all since I couldn't maintain the workshop, and I couldn't be independent. response:	My life under the care of my father...
context: My father became bedridden.\They said there was no hope for recovery.\He couldn't spin the wheel anymore.\He couldn't teach me pottery, and he couldn't scold me anymore.\When I fed him, he would smile kindly.\All meaning to my life...\I lost it all since I couldn't maintain the workshop, and I couldn't be independent.\My life under the care of my father... response:	God!
context: They said there was no hope for recovery.\He couldn't spin the wheel anymore.\He couldn't teach me pottery, and he couldn't scold me anymore.\When I fed him, he would smile kindly.\All meaning to my life...\I lost it all since I couldn't maintain the workshop, and I couldn't be independent.\My life under the care of my father...\God! response:	The one who died was you.
context: He couldn't spin the wheel anymore.\He couldn't teach me pottery, and he couldn't scold me anymore.\When I fed him, he would smile kindly.\All meaning to my life...\I lost it all since I couldn't maintain the workshop, and I couldn't be independent.\My life under the care of my father...\God!\The one who died was you. response:	I really was the one who died that day.
context: He couldn't teach me pottery, and he couldn't scold me anymore.\When I fed him, he would smile kindly.\All meaning to my life...\I lost it all since I couldn't maintain the workshop, and I couldn't be independent.\My life under the care of my father...\God!\The one who died was you.\I really was the one who died that day. response:	It was my brother who had worked so hard every day.
context: When I fed him, he would smile kindly.\All meaning to my life...\I lost it all since I couldn't maintain the workshop, and I couldn't be independent.\My life under the care of my father...\God!\The one who died was you.\I really was the one who died that day.\It was my brother who had worked so hard every day. response:	And here, I'm my brother.
context: All meaning to my life...\I lost it all since I couldn't maintain the workshop, and I couldn't be independent.\My life under the care of my father...\God!\The one who died was you.\I really was the one who died that day.\It was my brother who had worked so hard every day.\And here, I'm my brother. response:	It was always just my brother and father.
context: I lost it all since I couldn't maintain the workshop, and I couldn't be independent.\My life under the care of my father...\God!\The one who died was you.\I really was the one who died that day.\It was my brother who had worked so hard every day.\And here, I'm my brother.\It was always just my brother and father. response:	My life was a fake.
context: My life under the care of my father...\God!\The one who died was you.\I really was the one who died that day.\It was my brother who had worked so hard every day.\And here, I'm my brother.\It was always just my brother and father.\My life was a fake. response:	I was not in it.
context: God!\The one who died was you.\I really was the one who died that day.\It was my brother who had worked so hard every day.\And here, I'm my brother.\It was always just my brother and father.\My life was a fake.\I was not in it. response:	Your life was real too!
context: The one who died was you.\I really was the one who died that day.\It was my brother who had worked so hard every day.\And here, I'm my brother.\It was always just my brother and father.\My life was a fake.\I was not in it.\Your life was real too! response:	You worked hard!
context: I really was the one who died that day.\It was my brother who had worked so hard every day.\And here, I'm my brother.\It was always just my brother and father.\My life was a fake.\I was not in it.\Your life was real too!\You worked hard! response:	You struggled as hard as you could!
context: It was my brother who had worked so hard every day.\And here, I'm my brother.\It was always just my brother and father.\My life was a fake.\I was not in it.\Your life was real too!\You worked hard!\You struggled as hard as you could! response:	Didn't you?!
context: And here, I'm my brother.\It was always just my brother and father.\My life was a fake.\I was not in it.\Your life was real too!\You worked hard!\You struggled as hard as you could!\Didn't you?! response:	Like you would know.
context: It was always just my brother and father.\My life was a fake.\I was not in it.\Your life was real too!\You worked hard!\You struggled as hard as you could!\Didn't you?!\Like you would know. response:	I know!
context: My life was a fake.\I was not in it.\Your life was real too!\You worked hard!\You struggled as hard as you could!\Didn't you?!\Like you would know.\I know! response:	Because you're here too!
context: I was not in it.\Your life was real too!\You worked hard!\You struggled as hard as you could!\Didn't you?!\Like you would know.\I know!\Because you're here too! response:	Then, will you acknowledge me?
context: Your life was real too!\You worked hard!\You struggled as hard as you could!\Didn't you?!\Like you would know.\I know!\Because you're here too!\Then, will you acknowledge me? response:	What else could I acknowledge?
context: You worked hard!\You struggled as hard as you could!\Didn't you?!\Like you would know.\I know!\Because you're here too!\Then, will you acknowledge me?\What else could I acknowledge? response:	The one in my arms is you.
context: You struggled as hard as you could!\Didn't you?!\Like you would know.\I know!\Because you're here too!\Then, will you acknowledge me?\What else could I acknowledge?\The one in my arms is you. response:	Not here?
context: Didn't you?!\Like you would know.\I know!\Because you're here too!\Then, will you acknowledge me?\What else could I acknowledge?\The one in my arms is you.\Not here? response:	You're no one else but you!
context: Like you would know.\I know!\Because you're here too!\Then, will you acknowledge me?\What else could I acknowledge?\The one in my arms is you.\Not here?\You're no one else but you! response:	They're just persimmons, you know.
context: I know!\Because you're here too!\Then, will you acknowledge me?\What else could I acknowledge?\The one in my arms is you.\Not here?\You're no one else but you!\They're just persimmons, you know. response:	Got it! I beat my brother!
