context: J To catch them is my real test J response:	J To train them is my cause J
context: -But you chickened out and ran off. -That must be it.\Then let's see how tough you really are.\- Please wait. Please. -Huh?\Bulbasaur is only trying to protect Oddish.\Bulbasaur volunteered to guard our whole village.\- Huh? -It protects all the injured Pokemon\whenever enemies try to attack them.\Oh. response:	Bulbasaur is the bravest and most loyal Pokemon I know.
context: Then let's see how tough you really are.\- Please wait. Please. -Huh?\Bulbasaur is only trying to protect Oddish.\Bulbasaur volunteered to guard our whole village.\- Huh? -It protects all the injured Pokemon\whenever enemies try to attack them.\Oh.\Bulbasaur is the bravest and most loyal Pokemon I know. response:	So that's why Bulbasaur attacked me.
context: - Please wait. Please. -Huh?\Bulbasaur is only trying to protect Oddish.\Bulbasaur volunteered to guard our whole village.\- Huh? -It protects all the injured Pokemon\whenever enemies try to attack them.\Oh.\Bulbasaur is the bravest and most loyal Pokemon I know.\So that's why Bulbasaur attacked me. response:	It must've thought I was taking Oddish from the village.
context: Bulbasaur is only trying to protect Oddish.\Bulbasaur volunteered to guard our whole village.\- Huh? -It protects all the injured Pokemon\whenever enemies try to attack them.\Oh.\Bulbasaur is the bravest and most loyal Pokemon I know.\So that's why Bulbasaur attacked me.\It must've thought I was taking Oddish from the village. response:	Now what?
context: Bulbasaur volunteered to guard our whole village.\- Huh? -It protects all the injured Pokemon\whenever enemies try to attack them.\Oh.\Bulbasaur is the bravest and most loyal Pokemon I know.\So that's why Bulbasaur attacked me.\It must've thought I was taking Oddish from the village.\Now what? response:	Bulbasaur doesn't like Pokemon trainers. It wants you to leave the village now.
context: - Huh? -It protects all the injured Pokemon\whenever enemies try to attack them.\Oh.\Bulbasaur is the bravest and most loyal Pokemon I know.\So that's why Bulbasaur attacked me.\It must've thought I was taking Oddish from the village.\Now what?\Bulbasaur doesn't like Pokemon trainers. It wants you to leave the village now. response:	But we're not here to capture Pokemon. We want to help you.
context: whenever enemies try to attack them.\Oh.\Bulbasaur is the bravest and most loyal Pokemon I know.\So that's why Bulbasaur attacked me.\It must've thought I was taking Oddish from the village.\Now what?\Bulbasaur doesn't like Pokemon trainers. It wants you to leave the village now.\But we're not here to capture Pokemon. We want to help you. response:	It's true, Bulbasaur. These are our friends.
context: Oh.\Bulbasaur is the bravest and most loyal Pokemon I know.\So that's why Bulbasaur attacked me.\It must've thought I was taking Oddish from the village.\Now what?\Bulbasaur doesn't like Pokemon trainers. It wants you to leave the village now.\But we're not here to capture Pokemon. We want to help you.\It's true, Bulbasaur. These are our friends. response:	Bulbasaur was worried about the other Pokemon,
context: Bulbasaur is the bravest and most loyal Pokemon I know.\So that's why Bulbasaur attacked me.\It must've thought I was taking Oddish from the village.\Now what?\Bulbasaur doesn't like Pokemon trainers. It wants you to leave the village now.\But we're not here to capture Pokemon. We want to help you.\It's true, Bulbasaur. These are our friends.\Bulbasaur was worried about the other Pokemon, response:	so it decided to be the village bodyguard. Now, that's what I call bravery.
context: So that's why Bulbasaur attacked me.\It must've thought I was taking Oddish from the village.\Now what?\Bulbasaur doesn't like Pokemon trainers. It wants you to leave the village now.\But we're not here to capture Pokemon. We want to help you.\It's true, Bulbasaur. These are our friends.\Bulbasaur was worried about the other Pokemon,\so it decided to be the village bodyguard. Now, that's what I call bravery. response:	It would be great to have a Pokemon like that.
context: It must've thought I was taking Oddish from the village.\Now what?\Bulbasaur doesn't like Pokemon trainers. It wants you to leave the village now.\But we're not here to capture Pokemon. We want to help you.\It's true, Bulbasaur. These are our friends.\Bulbasaur was worried about the other Pokemon,\so it decided to be the village bodyguard. Now, that's what I call bravery.\It would be great to have a Pokemon like that. response:	To protect the world from devastation.
context: Now what?\Bulbasaur doesn't like Pokemon trainers. It wants you to leave the village now.\But we're not here to capture Pokemon. We want to help you.\It's true, Bulbasaur. These are our friends.\Bulbasaur was worried about the other Pokemon,\so it decided to be the village bodyguard. Now, that's what I call bravery.\It would be great to have a Pokemon like that.\To protect the world from devastation. response:	To unite all peoples within our nation.
context: Bulbasaur doesn't like Pokemon trainers. It wants you to leave the village now.\But we're not here to capture Pokemon. We want to help you.\It's true, Bulbasaur. These are our friends.\Bulbasaur was worried about the other Pokemon,\so it decided to be the village bodyguard. Now, that's what I call bravery.\It would be great to have a Pokemon like that.\To protect the world from devastation.\To unite all peoples within our nation. response:	To denounce the evils of truth and love.
context: But we're not here to capture Pokemon. We want to help you.\It's true, Bulbasaur. These are our friends.\Bulbasaur was worried about the other Pokemon,\so it decided to be the village bodyguard. Now, that's what I call bravery.\It would be great to have a Pokemon like that.\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love. response:	To extend our reach to the stars above.
context: It's true, Bulbasaur. These are our friends.\Bulbasaur was worried about the other Pokemon,\so it decided to be the village bodyguard. Now, that's what I call bravery.\It would be great to have a Pokemon like that.\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love.\To extend our reach to the stars above. response:	Team Rocket, blast off at the speed of light.
context: Bulbasaur was worried about the other Pokemon,\so it decided to be the village bodyguard. Now, that's what I call bravery.\It would be great to have a Pokemon like that.\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love.\To extend our reach to the stars above.\Team Rocket, blast off at the speed of light. response:	-Surrender now or prepare to fight. -That's right.
context: so it decided to be the village bodyguard. Now, that's what I call bravery.\It would be great to have a Pokemon like that.\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love.\To extend our reach to the stars above.\Team Rocket, blast off at the speed of light.\-Surrender now or prepare to fight. -That's right. response:	We've said our lines. Time to attack the village.
context: It would be great to have a Pokemon like that.\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love.\To extend our reach to the stars above.\Team Rocket, blast off at the speed of light.\-Surrender now or prepare to fight. -That's right.\We've said our lines. Time to attack the village. response:	Those village idiots thought their measly traps would stop us.
context: To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love.\To extend our reach to the stars above.\Team Rocket, blast off at the speed of light.\-Surrender now or prepare to fight. -That's right.\We've said our lines. Time to attack the village.\Those village idiots thought their measly traps would stop us. response:	They thought they had the home team advantage.
context: To unite all peoples within our nation.\To denounce the evils of truth and love.\To extend our reach to the stars above.\Team Rocket, blast off at the speed of light.\-Surrender now or prepare to fight. -That's right.\We've said our lines. Time to attack the village.\Those village idiots thought their measly traps would stop us.\They thought they had the home team advantage. response:	No such luck. We're the home team now.
context: To denounce the evils of truth and love.\To extend our reach to the stars above.\Team Rocket, blast off at the speed of light.\-Surrender now or prepare to fight. -That's right.\We've said our lines. Time to attack the village.\Those village idiots thought their measly traps would stop us.\They thought they had the home team advantage.\No such luck. We're the home team now. response:	I congratulate myself for this brilliant scheme.
context: To extend our reach to the stars above.\Team Rocket, blast off at the speed of light.\-Surrender now or prepare to fight. -That's right.\We've said our lines. Time to attack the village.\Those village idiots thought their measly traps would stop us.\They thought they had the home team advantage.\No such luck. We're the home team now.\I congratulate myself for this brilliant scheme. response:	Don't forget, I suggested tying balloons on the stadium roof.
context: Team Rocket, blast off at the speed of light.\-Surrender now or prepare to fight. -That's right.\We've said our lines. Time to attack the village.\Those village idiots thought their measly traps would stop us.\They thought they had the home team advantage.\No such luck. We're the home team now.\I congratulate myself for this brilliant scheme.\Don't forget, I suggested tying balloons on the stadium roof. response:	-Here we go again. -Today only at Jessie stadium.
context: -Surrender now or prepare to fight. -That's right.\We've said our lines. Time to attack the village.\Those village idiots thought their measly traps would stop us.\They thought they had the home team advantage.\No such luck. We're the home team now.\I congratulate myself for this brilliant scheme.\Don't forget, I suggested tying balloons on the stadium roof.\-Here we go again. -Today only at Jessie stadium. response:	-It's the Team Rocket Pokemon challenge. -The flying stadium was my idea.
context: We've said our lines. Time to attack the village.\Those village idiots thought their measly traps would stop us.\They thought they had the home team advantage.\No such luck. We're the home team now.\I congratulate myself for this brilliant scheme.\Don't forget, I suggested tying balloons on the stadium roof.\-Here we go again. -Today only at Jessie stadium.\-It's the Team Rocket Pokemon challenge. -The flying stadium was my idea. response:	Oh, heh.
context: Those village idiots thought their measly traps would stop us.\They thought they had the home team advantage.\No such luck. We're the home team now.\I congratulate myself for this brilliant scheme.\Don't forget, I suggested tying balloons on the stadium roof.\-Here we go again. -Today only at Jessie stadium.\-It's the Team Rocket Pokemon challenge. -The flying stadium was my idea.\Oh, heh. response:	All Pokemon are invited to enter the stadium.
context: They thought they had the home team advantage.\No such luck. We're the home team now.\I congratulate myself for this brilliant scheme.\Don't forget, I suggested tying balloons on the stadium roof.\-Here we go again. -Today only at Jessie stadium.\-It's the Team Rocket Pokemon challenge. -The flying stadium was my idea.\Oh, heh.\All Pokemon are invited to enter the stadium. response:	Step right up.
context: No such luck. We're the home team now.\I congratulate myself for this brilliant scheme.\Don't forget, I suggested tying balloons on the stadium roof.\-Here we go again. -Today only at Jessie stadium.\-It's the Team Rocket Pokemon challenge. -The flying stadium was my idea.\Oh, heh.\All Pokemon are invited to enter the stadium.\Step right up. response:	Yeah, we're not hosing you. Well, maybe we are.
context: I congratulate myself for this brilliant scheme.\Don't forget, I suggested tying balloons on the stadium roof.\-Here we go again. -Today only at Jessie stadium.\-It's the Team Rocket Pokemon challenge. -The flying stadium was my idea.\Oh, heh.\All Pokemon are invited to enter the stadium.\Step right up.\Yeah, we're not hosing you. Well, maybe we are. response:	They never run out of ideas, do they?
context: Don't forget, I suggested tying balloons on the stadium roof.\-Here we go again. -Today only at Jessie stadium.\-It's the Team Rocket Pokemon challenge. -The flying stadium was my idea.\Oh, heh.\All Pokemon are invited to enter the stadium.\Step right up.\Yeah, we're not hosing you. Well, maybe we are.\They never run out of ideas, do they? response:	Hurry! Everybody get in the cabin!
context: -Here we go again. -Today only at Jessie stadium.\-It's the Team Rocket Pokemon challenge. -The flying stadium was my idea.\Oh, heh.\All Pokemon are invited to enter the stadium.\Step right up.\Yeah, we're not hosing you. Well, maybe we are.\They never run out of ideas, do they?\Hurry! Everybody get in the cabin! response:	Wait. No! Oddish!
context: -It's the Team Rocket Pokemon challenge. -The flying stadium was my idea.\Oh, heh.\All Pokemon are invited to enter the stadium.\Step right up.\Yeah, we're not hosing you. Well, maybe we are.\They never run out of ideas, do they?\Hurry! Everybody get in the cabin!\Wait. No! Oddish! response:	Bulbasaur.
context: Oh, heh.\All Pokemon are invited to enter the stadium.\Step right up.\Yeah, we're not hosing you. Well, maybe we are.\They never run out of ideas, do they?\Hurry! Everybody get in the cabin!\Wait. No! Oddish!\Bulbasaur. response:	-Bulbasaur! -Take Staryu.
context: All Pokemon are invited to enter the stadium.\Step right up.\Yeah, we're not hosing you. Well, maybe we are.\They never run out of ideas, do they?\Hurry! Everybody get in the cabin!\Wait. No! Oddish!\Bulbasaur.\-Bulbasaur! -Take Staryu. response:	Keep going, Bulbasaur! Ugh.
context: Step right up.\Yeah, we're not hosing you. Well, maybe we are.\They never run out of ideas, do they?\Hurry! Everybody get in the cabin!\Wait. No! Oddish!\Bulbasaur.\-Bulbasaur! -Take Staryu.\Keep going, Bulbasaur! Ugh. response:	That rotten little pest. He's always ruining our flawless plans.
context: Yeah, we're not hosing you. Well, maybe we are.\They never run out of ideas, do they?\Hurry! Everybody get in the cabin!\Wait. No! Oddish!\Bulbasaur.\-Bulbasaur! -Take Staryu.\Keep going, Bulbasaur! Ugh.\That rotten little pest. He's always ruining our flawless plans. response:	Not this time. He's gathered them all in one place for us.
context: They never run out of ideas, do they?\Hurry! Everybody get in the cabin!\Wait. No! Oddish!\Bulbasaur.\-Bulbasaur! -Take Staryu.\Keep going, Bulbasaur! Ugh.\That rotten little pest. He's always ruining our flawless plans.\Not this time. He's gathered them all in one place for us. response:	Our super-vacuum will suck up them up.
context: Hurry! Everybody get in the cabin!\Wait. No! Oddish!\Bulbasaur.\-Bulbasaur! -Take Staryu.\Keep going, Bulbasaur! Ugh.\That rotten little pest. He's always ruining our flawless plans.\Not this time. He's gathered them all in one place for us.\Our super-vacuum will suck up them up. response:	Let's go, team! To steal them is our dream!
context: Wait. No! Oddish!\Bulbasaur.\-Bulbasaur! -Take Staryu.\Keep going, Bulbasaur! Ugh.\That rotten little pest. He's always ruining our flawless plans.\Not this time. He's gathered them all in one place for us.\Our super-vacuum will suck up them up.\Let's go, team! To steal them is our dream! response:	Let's go, Rocket! Put Pokemon in our pocket!
context: Bulbasaur.\-Bulbasaur! -Take Staryu.\Keep going, Bulbasaur! Ugh.\That rotten little pest. He's always ruining our flawless plans.\Not this time. He's gathered them all in one place for us.\Our super-vacuum will suck up them up.\Let's go, team! To steal them is our dream!\Let's go, Rocket! Put Pokemon in our pocket! response:	Pidgeotto, I choose you!
context: -Bulbasaur! -Take Staryu.\Keep going, Bulbasaur! Ugh.\That rotten little pest. He's always ruining our flawless plans.\Not this time. He's gathered them all in one place for us.\Our super-vacuum will suck up them up.\Let's go, team! To steal them is our dream!\Let's go, Rocket! Put Pokemon in our pocket!\Pidgeotto, I choose you! response:	Pidgeotto, Gust attack!
context: Keep going, Bulbasaur! Ugh.\That rotten little pest. He's always ruining our flawless plans.\Not this time. He's gathered them all in one place for us.\Our super-vacuum will suck up them up.\Let's go, team! To steal them is our dream!\Let's go, Rocket! Put Pokemon in our pocket!\Pidgeotto, I choose you!\Pidgeotto, Gust attack! response:	-And the tornado's winding up. -But will it strike us out?
context: That rotten little pest. He's always ruining our flawless plans.\Not this time. He's gathered them all in one place for us.\Our super-vacuum will suck up them up.\Let's go, team! To steal them is our dream!\Let's go, Rocket! Put Pokemon in our pocket!\Pidgeotto, I choose you!\Pidgeotto, Gust attack!\-And the tornado's winding up. -But will it strike us out? response:	There goes the whole ballgame.
context: Not this time. He's gathered them all in one place for us.\Our super-vacuum will suck up them up.\Let's go, team! To steal them is our dream!\Let's go, Rocket! Put Pokemon in our pocket!\Pidgeotto, I choose you!\Pidgeotto, Gust attack!\-And the tornado's winding up. -But will it strike us out?\There goes the whole ballgame. response:	The home team really got blown away.
context: Our super-vacuum will suck up them up.\Let's go, team! To steal them is our dream!\Let's go, Rocket! Put Pokemon in our pocket!\Pidgeotto, I choose you!\Pidgeotto, Gust attack!\-And the tornado's winding up. -But will it strike us out?\There goes the whole ballgame.\The home team really got blown away. response:	So what are we going to do now, challenge them to wind surfing?
context: Let's go, team! To steal them is our dream!\Let's go, Rocket! Put Pokemon in our pocket!\Pidgeotto, I choose you!\Pidgeotto, Gust attack!\-And the tornado's winding up. -But will it strike us out?\There goes the whole ballgame.\The home team really got blown away.\So what are we going to do now, challenge them to wind surfing? response:	Looks like Team Rocket's blasting off again.
context: Let's go, Rocket! Put Pokemon in our pocket!\Pidgeotto, I choose you!\Pidgeotto, Gust attack!\-And the tornado's winding up. -But will it strike us out?\There goes the whole ballgame.\The home team really got blown away.\So what are we going to do now, challenge them to wind surfing?\Looks like Team Rocket's blasting off again. response:	Is everyone feeling okay?
context: Pidgeotto, I choose you!\Pidgeotto, Gust attack!\-And the tornado's winding up. -But will it strike us out?\There goes the whole ballgame.\The home team really got blown away.\So what are we going to do now, challenge them to wind surfing?\Looks like Team Rocket's blasting off again.\Is everyone feeling okay? response:	I just had the wind knocked out of me.
context: Pidgeotto, Gust attack!\-And the tornado's winding up. -But will it strike us out?\There goes the whole ballgame.\The home team really got blown away.\So what are we going to do now, challenge them to wind surfing?\Looks like Team Rocket's blasting off again.\Is everyone feeling okay?\I just had the wind knocked out of me. response:	Bulbasaur.
context: -And the tornado's winding up. -But will it strike us out?\There goes the whole ballgame.\The home team really got blown away.\So what are we going to do now, challenge them to wind surfing?\Looks like Team Rocket's blasting off again.\Is everyone feeling okay?\I just had the wind knocked out of me.\Bulbasaur. response:	This village is well-protected with Bulbasaur here.
context: There goes the whole ballgame.\The home team really got blown away.\So what are we going to do now, challenge them to wind surfing?\Looks like Team Rocket's blasting off again.\Is everyone feeling okay?\I just had the wind knocked out of me.\Bulbasaur.\This village is well-protected with Bulbasaur here. response:	Ash, don't you agree that Bulbasaur would be an excellent addition to your team?
context: The home team really got blown away.\So what are we going to do now, challenge them to wind surfing?\Looks like Team Rocket's blasting off again.\Is everyone feeling okay?\I just had the wind knocked out of me.\Bulbasaur.\This village is well-protected with Bulbasaur here.\Ash, don't you agree that Bulbasaur would be an excellent addition to your team? response:	Oh, yeah, would he ever!
context: So what are we going to do now, challenge them to wind surfing?\Looks like Team Rocket's blasting off again.\Is everyone feeling okay?\I just had the wind knocked out of me.\Bulbasaur.\This village is well-protected with Bulbasaur here.\Ash, don't you agree that Bulbasaur would be an excellent addition to your team?\Oh, yeah, would he ever! response:	-I think Bulbasaur should go with you. -Huh?
context: Looks like Team Rocket's blasting off again.\Is everyone feeling okay?\I just had the wind knocked out of me.\Bulbasaur.\This village is well-protected with Bulbasaur here.\Ash, don't you agree that Bulbasaur would be an excellent addition to your team?\Oh, yeah, would he ever!\-I think Bulbasaur should go with you. -Huh? response:	Bulbasaur stayed here to protect the weaker Pokemon.
context: Is everyone feeling okay?\I just had the wind knocked out of me.\Bulbasaur.\This village is well-protected with Bulbasaur here.\Ash, don't you agree that Bulbasaur would be an excellent addition to your team?\Oh, yeah, would he ever!\-I think Bulbasaur should go with you. -Huh?\Bulbasaur stayed here to protect the weaker Pokemon. response:	But this village is too small. The bulb on its back can't grow.
context: I just had the wind knocked out of me.\Bulbasaur.\This village is well-protected with Bulbasaur here.\Ash, don't you agree that Bulbasaur would be an excellent addition to your team?\Oh, yeah, would he ever!\-I think Bulbasaur should go with you. -Huh?\Bulbasaur stayed here to protect the weaker Pokemon.\But this village is too small. The bulb on its back can't grow. response:	It needs to go out into the world now and I know you'll take good care of it.
context: Bulbasaur.\This village is well-protected with Bulbasaur here.\Ash, don't you agree that Bulbasaur would be an excellent addition to your team?\Oh, yeah, would he ever!\-I think Bulbasaur should go with you. -Huh?\Bulbasaur stayed here to protect the weaker Pokemon.\But this village is too small. The bulb on its back can't grow.\It needs to go out into the world now and I know you'll take good care of it. response:	Please do me this favor. Take Bulbasaur with you on your journey.
context: This village is well-protected with Bulbasaur here.\Ash, don't you agree that Bulbasaur would be an excellent addition to your team?\Oh, yeah, would he ever!\-I think Bulbasaur should go with you. -Huh?\Bulbasaur stayed here to protect the weaker Pokemon.\But this village is too small. The bulb on its back can't grow.\It needs to go out into the world now and I know you'll take good care of it.\Please do me this favor. Take Bulbasaur with you on your journey. response:	He'll be a good companion.
context: Ash, don't you agree that Bulbasaur would be an excellent addition to your team?\Oh, yeah, would he ever!\-I think Bulbasaur should go with you. -Huh?\Bulbasaur stayed here to protect the weaker Pokemon.\But this village is too small. The bulb on its back can't grow.\It needs to go out into the world now and I know you'll take good care of it.\Please do me this favor. Take Bulbasaur with you on your journey.\He'll be a good companion. response:	But what will happen to the village without Bulbasaur?
context: Oh, yeah, would he ever!\-I think Bulbasaur should go with you. -Huh?\Bulbasaur stayed here to protect the weaker Pokemon.\But this village is too small. The bulb on its back can't grow.\It needs to go out into the world now and I know you'll take good care of it.\Please do me this favor. Take Bulbasaur with you on your journey.\He'll be a good companion.\But what will happen to the village without Bulbasaur? response:	Yeah, who's going to protect you?
context: -I think Bulbasaur should go with you. -Huh?\Bulbasaur stayed here to protect the weaker Pokemon.\But this village is too small. The bulb on its back can't grow.\It needs to go out into the world now and I know you'll take good care of it.\Please do me this favor. Take Bulbasaur with you on your journey.\He'll be a good companion.\But what will happen to the village without Bulbasaur?\Yeah, who's going to protect you? response:	It's true that Bulbasaur has done a great job, maybe too great a job.
context: Bulbasaur stayed here to protect the weaker Pokemon.\But this village is too small. The bulb on its back can't grow.\It needs to go out into the world now and I know you'll take good care of it.\Please do me this favor. Take Bulbasaur with you on your journey.\He'll be a good companion.\But what will happen to the village without Bulbasaur?\Yeah, who's going to protect you?\It's true that Bulbasaur has done a great job, maybe too great a job. response:	You see, these Pokemon shouldn't remain in this village forever and ever.
context: But this village is too small. The bulb on its back can't grow.\It needs to go out into the world now and I know you'll take good care of it.\Please do me this favor. Take Bulbasaur with you on your journey.\He'll be a good companion.\But what will happen to the village without Bulbasaur?\Yeah, who's going to protect you?\It's true that Bulbasaur has done a great job, maybe too great a job.\You see, these Pokemon shouldn't remain in this village forever and ever. response:	After they recover, the Pokemon are supposed to leave.
context: It needs to go out into the world now and I know you'll take good care of it.\Please do me this favor. Take Bulbasaur with you on your journey.\He'll be a good companion.\But what will happen to the village without Bulbasaur?\Yeah, who's going to protect you?\It's true that Bulbasaur has done a great job, maybe too great a job.\You see, these Pokemon shouldn't remain in this village forever and ever.\After they recover, the Pokemon are supposed to leave. response:	But it's too safe here, so none of them wants to go away.
context: Please do me this favor. Take Bulbasaur with you on your journey.\He'll be a good companion.\But what will happen to the village without Bulbasaur?\Yeah, who's going to protect you?\It's true that Bulbasaur has done a great job, maybe too great a job.\You see, these Pokemon shouldn't remain in this village forever and ever.\After they recover, the Pokemon are supposed to leave.\But it's too safe here, so none of them wants to go away. response:	They don't want to return to the outside world.
context: He'll be a good companion.\But what will happen to the village without Bulbasaur?\Yeah, who's going to protect you?\It's true that Bulbasaur has done a great job, maybe too great a job.\You see, these Pokemon shouldn't remain in this village forever and ever.\After they recover, the Pokemon are supposed to leave.\But it's too safe here, so none of them wants to go away.\They don't want to return to the outside world. response:	Oddish.
context: But what will happen to the village without Bulbasaur?\Yeah, who's going to protect you?\It's true that Bulbasaur has done a great job, maybe too great a job.\You see, these Pokemon shouldn't remain in this village forever and ever.\After they recover, the Pokemon are supposed to leave.\But it's too safe here, so none of them wants to go away.\They don't want to return to the outside world.\Oddish. response:	But I think it's important that all of them return to the wild.
context: Yeah, who's going to protect you?\It's true that Bulbasaur has done a great job, maybe too great a job.\You see, these Pokemon shouldn't remain in this village forever and ever.\After they recover, the Pokemon are supposed to leave.\But it's too safe here, so none of them wants to go away.\They don't want to return to the outside world.\Oddish.\But I think it's important that all of them return to the wild. response:	That's where Pokemon belong.
context: It's true that Bulbasaur has done a great job, maybe too great a job.\You see, these Pokemon shouldn't remain in this village forever and ever.\After they recover, the Pokemon are supposed to leave.\But it's too safe here, so none of them wants to go away.\They don't want to return to the outside world.\Oddish.\But I think it's important that all of them return to the wild.\That's where Pokemon belong. response:	And hopefully, someday, they'll find good trainers like you.
context: You see, these Pokemon shouldn't remain in this village forever and ever.\After they recover, the Pokemon are supposed to leave.\But it's too safe here, so none of them wants to go away.\They don't want to return to the outside world.\Oddish.\But I think it's important that all of them return to the wild.\That's where Pokemon belong.\And hopefully, someday, they'll find good trainers like you. response:	Of course, taking care of sick Pokemon will always be my mission
context: After they recover, the Pokemon are supposed to leave.\But it's too safe here, so none of them wants to go away.\They don't want to return to the outside world.\Oddish.\But I think it's important that all of them return to the wild.\That's where Pokemon belong.\And hopefully, someday, they'll find good trainers like you.\Of course, taking care of sick Pokemon will always be my mission response:	but I know my job isn't finished until they return where they came from,
context: But it's too safe here, so none of them wants to go away.\They don't want to return to the outside world.\Oddish.\But I think it's important that all of them return to the wild.\That's where Pokemon belong.\And hopefully, someday, they'll find good trainers like you.\Of course, taking care of sick Pokemon will always be my mission\but I know my job isn't finished until they return where they came from, response:	so it's the day a Pokemon leaves that is most rewarding to me.
context: They don't want to return to the outside world.\Oddish.\But I think it's important that all of them return to the wild.\That's where Pokemon belong.\And hopefully, someday, they'll find good trainers like you.\Of course, taking care of sick Pokemon will always be my mission\but I know my job isn't finished until they return where they came from,\so it's the day a Pokemon leaves that is most rewarding to me. response:	Melanie, I-
context: Oddish.\But I think it's important that all of them return to the wild.\That's where Pokemon belong.\And hopefully, someday, they'll find good trainers like you.\Of course, taking care of sick Pokemon will always be my mission\but I know my job isn't finished until they return where they came from,\so it's the day a Pokemon leaves that is most rewarding to me.\Melanie, I- response:	So you see, it's time for Bulbasaur to leave here.
context: But I think it's important that all of them return to the wild.\That's where Pokemon belong.\And hopefully, someday, they'll find good trainers like you.\Of course, taking care of sick Pokemon will always be my mission\but I know my job isn't finished until they return where they came from,\so it's the day a Pokemon leaves that is most rewarding to me.\Melanie, I-\So you see, it's time for Bulbasaur to leave here. response:	Please take it with you. It won't be a burden, I promise.
context: That's where Pokemon belong.\And hopefully, someday, they'll find good trainers like you.\Of course, taking care of sick Pokemon will always be my mission\but I know my job isn't finished until they return where they came from,\so it's the day a Pokemon leaves that is most rewarding to me.\Melanie, I-\So you see, it's time for Bulbasaur to leave here.\Please take it with you. It won't be a burden, I promise. response:	Bulbasaur still has a lot of growing to do.
context: And hopefully, someday, they'll find good trainers like you.\Of course, taking care of sick Pokemon will always be my mission\but I know my job isn't finished until they return where they came from,\so it's the day a Pokemon leaves that is most rewarding to me.\Melanie, I-\So you see, it's time for Bulbasaur to leave here.\Please take it with you. It won't be a burden, I promise.\Bulbasaur still has a lot of growing to do. response:	I want it to be in a place where I'm sure it can grow strong and happy.
context: Of course, taking care of sick Pokemon will always be my mission\but I know my job isn't finished until they return where they came from,\so it's the day a Pokemon leaves that is most rewarding to me.\Melanie, I-\So you see, it's time for Bulbasaur to leave here.\Please take it with you. It won't be a burden, I promise.\Bulbasaur still has a lot of growing to do.\I want it to be in a place where I'm sure it can grow strong and happy. response:	I'm sure that place is with you, Ash.
context: but I know my job isn't finished until they return where they came from,\so it's the day a Pokemon leaves that is most rewarding to me.\Melanie, I-\So you see, it's time for Bulbasaur to leave here.\Please take it with you. It won't be a burden, I promise.\Bulbasaur still has a lot of growing to do.\I want it to be in a place where I'm sure it can grow strong and happy.\I'm sure that place is with you, Ash. response:	Well, if you really want me to.
context: so it's the day a Pokemon leaves that is most rewarding to me.\Melanie, I-\So you see, it's time for Bulbasaur to leave here.\Please take it with you. It won't be a burden, I promise.\Bulbasaur still has a lot of growing to do.\I want it to be in a place where I'm sure it can grow strong and happy.\I'm sure that place is with you, Ash.\Well, if you really want me to. response:	Bulbasaur.
context: Melanie, I-\So you see, it's time for Bulbasaur to leave here.\Please take it with you. It won't be a burden, I promise.\Bulbasaur still has a lot of growing to do.\I want it to be in a place where I'm sure it can grow strong and happy.\I'm sure that place is with you, Ash.\Well, if you really want me to.\Bulbasaur. response:	What did it say?
context: So you see, it's time for Bulbasaur to leave here.\Please take it with you. It won't be a burden, I promise.\Bulbasaur still has a lot of growing to do.\I want it to be in a place where I'm sure it can grow strong and happy.\I'm sure that place is with you, Ash.\Well, if you really want me to.\Bulbasaur.\What did it say? response:	Bulbasaur will join you on one condition. It wants to battle you in a Pokemon match.
context: Please take it with you. It won't be a burden, I promise.\Bulbasaur still has a lot of growing to do.\I want it to be in a place where I'm sure it can grow strong and happy.\I'm sure that place is with you, Ash.\Well, if you really want me to.\Bulbasaur.\What did it say?\Bulbasaur will join you on one condition. It wants to battle you in a Pokemon match. response:	-Right, Bulbasaur? -Bulbasaur.
context: Bulbasaur still has a lot of growing to do.\I want it to be in a place where I'm sure it can grow strong and happy.\I'm sure that place is with you, Ash.\Well, if you really want me to.\Bulbasaur.\What did it say?\Bulbasaur will join you on one condition. It wants to battle you in a Pokemon match.\-Right, Bulbasaur? -Bulbasaur. response:	Oh, please let me battle with Bulbasaur.
context: I want it to be in a place where I'm sure it can grow strong and happy.\I'm sure that place is with you, Ash.\Well, if you really want me to.\Bulbasaur.\What did it say?\Bulbasaur will join you on one condition. It wants to battle you in a Pokemon match.\-Right, Bulbasaur? -Bulbasaur.\Oh, please let me battle with Bulbasaur. response:	-Please? Pretty please? -No way.
context: I'm sure that place is with you, Ash.\Well, if you really want me to.\Bulbasaur.\What did it say?\Bulbasaur will join you on one condition. It wants to battle you in a Pokemon match.\-Right, Bulbasaur? -Bulbasaur.\Oh, please let me battle with Bulbasaur.\-Please? Pretty please? -No way. response:	-Pika. -Bulbasaur.
